"","id","uri","data","dataHoraRegistro","idOrgao","uriOrgao","siglaOrgao","idEvento","uriEvento","aprovacao","votosSim","votosNao","votosOutros","descricao","ultimaAberturaVotacao_dataHoraRegistro","ultimaAberturaVotacao_descricao","ultimaApresentacaoProposicao_dataHoraRegistro","ultimaApresentacaoProposicao_descricao","ultimaApresentacaoProposicao_idProposicao","ultimaApresentacaoProposicao_uriProposicao"
"141","2265124-64","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-64",2021-02-10,2021-02-10 16:13:57,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",0,103,314,1,"Rejeitado o Requerimento. Sim: 103; não: 314; total; 417.",2021-02-10 14:31:39,"Votação em turno único.",2021-02-10 15:26:05,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2269928,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269928"
"142","2265124-68","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-68",2021-02-10,2021-02-10 16:49:06,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",0,105,327,2,"Rejeitadas as Emendas de Plenário. Sim: 105; não: 327; abstenção: 1; total: 433.",2021-02-10 16:24:49,"Votação das Emendas de Plenário, com parecer pela rejeição, ressalvados os destaques.",2021-02-10 15:26:05,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2269928,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269928"
"143","2265124-70","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-70",2021-02-10,2021-02-10 17:28:02,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",1,339,114,2,"Aprovado o Projeto de Lei Complementar nº 19, de 2019, ressalvados os destaques. Sim: 339; não: 114; abstenção: 1; total: 454.",2021-02-10 16:24:49,"Votação das Emendas de Plenário, com parecer pela rejeição, ressalvados os destaques.",2021-02-10 15:26:05,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2269928,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269928"
"144","2265124-74","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-74",2021-02-10,2021-02-10 18:02:36,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",0,115,327,1,"Rejeitada a Emenda de Plenário nº 12. Sim: 115; não: 327; total: 442.",2021-02-10 17:28:33,"Votação do DTQ 2: PT: Emenda de Plenário n. 12. (art. 161, II)",2021-02-10 15:26:05,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2269928,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269928"
"145","2265124-82","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-82",2021-02-10,2021-02-10 18:48:28,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",NA,426,14,2,"Mantido o texto. Sim: 426; não: 14; abstenção: 1; total: 441.",2021-02-10 18:06:29,"Votação do DTQ 6: NOVO: Destaque para votação em separado do parágrafo único do art. 1º do PLP 19/19, com vistas à sua supressão. (art. 161, I)",2021-02-10 15:26:05,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2269928,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269928"
"146","2265124-85","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-85",2021-02-10,2021-02-10 19:17:34,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",0,140,297,1,"Rejeitada a Emenda de Plenário nº 28. Sim: 140; não: 297; total: 437.",2021-02-10 18:46:37,"Votação do DTQ 9: PSB: Emenda de plenário nº 28. (art. 161, II)",2021-02-10 15:26:05,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2269928,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269928"
"147","2265124-91","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-91",2021-02-10,2021-02-10 19:56:18,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",0,104,301,1,"Rejeitado o Requerimento. Sim: 104; não: 301; total: 405.",2021-02-10 19:43:06,"Continuação da votação em turno único.",NA,"Apresentação da Declaração de Voto n. 5 MESA, pela Deputada Clarissa Garotinho (PROS/RJ).",2269974,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269974"
"148","2265124-96","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-96",2021-02-10,2021-02-10 20:15:36,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",0,130,294,0,"Rejeitada a Emenda de Plenário nº 19. Sim: 130; não: 294; total: 424.",2021-02-10 19:57:02,"Votação do DTQ 1: PCdoB: Emenda de Plenário 19. (art. 161, II)",NA,"Apresentação da Declaração de Voto n. 5 MESA, pela Deputada Clarissa Garotinho (PROS/RJ).",2269974,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269974"
"149","2265124-102","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-102",2021-02-10,2021-02-10 20:45:32,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",0,106,319,0,"Rejeitada a Emenda de Plenário nº 21. Sim: 106; não: 319; total: 425.",2021-02-10 20:13:41,"Votação do DTQ 5: PSOL: Emenda de Plenário n. 21. (art. 161, II)",NA,"Apresentação da Declaração de Voto n. 5 MESA, pela Deputada Clarissa Garotinho (PROS/RJ).",2269974,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269974"
"150","2265124-107","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-107",2021-02-10,2021-02-10 21:15:36,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",0,124,302,1,"Rejeitada a Emenda de Plenário nº 16. Sim: 124; não: 302; total: 426.",2021-02-10 20:43:21,"Votação do DTQ 7: PDT: Emenda de Plenário n. 16. (art. 161, II)",NA,"Apresentação da Declaração de Voto n. 5 MESA, pela Deputada Clarissa Garotinho (PROS/RJ).",2269974,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269974"
"151","2268683-10","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268683-10",2021-02-10,2021-02-10 21:33:50,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",1,0,0,0,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,NA,NA,NA,0,NA
"152","2224067-81","https://dadosabertos.camara.leg.br/api/v2/votacoes/2224067-81",2021-02-10,2021-02-10 21:48:19,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",0,102,285,0,"Rejeitado o Requerimento. Sim: 102. Não: 285. Total: 387.",2021-02-10 21:34:04,"Continuação da votação em turno único.",NA,"Apresentação da Declaração de Voto n. 13 MESA, pelo Deputado Gurgel (PSL/RJ).",2269071,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269071"
"153","2224067-84","https://dadosabertos.camara.leg.br/api/v2/votacoes/2224067-84",2021-02-10,2021-02-10 22:03:07,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",0,7,290,2,"Rejeitada a Emenda n° 1. Sim: 7. Não: 290. Abstenção: 1. Total: 298.",2021-02-10 21:48:42,"Votação do DTQ 1: PT: destaque da Emenda de Plenário n. 1 (art. 161, II).",NA,"Apresentação da Declaração de Voto n. 13 MESA, pelo Deputado Gurgel (PSL/RJ).",2269071,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269071"
"154","2224067-87","https://dadosabertos.camara.leg.br/api/v2/votacoes/2224067-87",2021-02-10,2021-02-10 22:20:23,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",NA,301,12,4,"Mantido o texto. Sim: 301. Não: 12. Abstenção: 3. Total 316.",2021-02-10 22:03:29,"Votação do DTQ 4: PDT: Destaque para votação em separado do Inciso IX do art 5° do pl 5387/2019, para que o mesmo seja suprimido. (art. 161, I)",NA,"Apresentação da Declaração de Voto n. 13 MESA, pelo Deputado Gurgel (PSL/RJ).",2269071,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269071"
"155","2224067-90","https://dadosabertos.camara.leg.br/api/v2/votacoes/2224067-90",2021-02-10,2021-02-10 22:36:05,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",NA,297,12,3,"Mantido o texto. Sim: 297. Não: 12. Abstenção: 2. Total: 311.",2021-02-10 22:20:45,"Votação do DTQ 6: PT: Destaque, com vistas à rejeição, do art. 15 do Substitutivo oferecido ao PL n° 5.387/2019. (art. 161, I)",NA,"Apresentação da Declaração de Voto n. 13 MESA, pelo Deputado Gurgel (PSL/RJ).",2269071,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269071"
"156","2224067-92","https://dadosabertos.camara.leg.br/api/v2/votacoes/2224067-92",2021-02-10,2021-02-10 22:50:58,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",NA,306,10,3,"Mantido o texto. Sim: 306. Não: 10. Abstenção: 2. Total: 318.",2021-02-10 22:36:33,"Votação do DTQ 8: PT: Destaque, com vistas à rejeição, do art. 26 do Substitutivo oferecido ao PL n° 5.387/2019. (art. 161, I)",NA,"Apresentação da Declaração de Voto n. 13 MESA, pelo Deputado Gurgel (PSL/RJ).",2269071,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269071"
"157","2269049-8","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269049-8",2021-02-09,2021-02-09 16:03:11,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60268,"https://dadosabertos.camara.leg.br/api/v2/eventos/60268",1,418,4,1,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 418; não: 4; total: 422.",NA,NA,NA,NA,0,NA
"158","2269480-8","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269480-8",2021-02-09,2021-02-09 16:32:45,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60268,"https://dadosabertos.camara.leg.br/api/v2/eventos/60268",1,416,0,2,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 416; abstenção: 1; total: 417.",NA,NA,NA,NA,0,NA
"159","2268644-29","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268644-29",2021-02-09,2021-02-09 16:32:46,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",0,NA,1,0,0,0,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 33/2021, por ter sido aprovado o REQ 78/2021 que está apensado ao primeiro.",NA,NA,NA,"Apresentação do Requerimento n. 106/2021, pelo Deputado Léo Moraes (PODE/RO), que ""Requeiro, nos termos do inciso I, do art. 139 e no art. 142 do Regimento Interno, apensar a tramitação do PL nº 239 de 2021 ao PL nsº 33 e 25 de 2021, por tratarem de temas similares e de relevância com relação ao Programa Nacional de Imunização, em pauta nessa Casa.  "".",2269717,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269717"
"160","2269481-8","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269481-8",2021-02-09,2021-02-09 18:09:42,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60268,"https://dadosabertos.camara.leg.br/api/v2/eventos/60268",1,363,109,1,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 363; não: 109; total: 472.",NA,NA,NA,NA,0,NA
"161","2265124-34","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-34",2021-02-09,2021-02-09 19:06:06,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60268,"https://dadosabertos.camara.leg.br/api/v2/eventos/60268",0,101,287,2,"Rejeitado o Requerimento. Sim: 101; não: 287; abstenção: 1; total: 389.",NA,NA,2021-02-09 18:30:27,"Parecer proferido em Plenário pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa deste, e do PLP 112/2019, apensado.",2269847,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269847"
"162","2265124-39","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-39",2021-02-09,2021-02-09 19:24:45,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60268,"https://dadosabertos.camara.leg.br/api/v2/eventos/60268",0,93,308,1,"Rejeitado o Requerimento. Sim: 93; não: 308; total: 401.",NA,NA,2021-02-09 18:30:27,"Parecer proferido em Plenário pelo Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa deste, e do PLP 112/2019, apensado.",2269847,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269847"
"163","2268563-7","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268563-7",2021-02-03,2021-02-03 12:59:54,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60263,"https://dadosabertos.camara.leg.br/api/v2/eventos/60263",1,0,0,0,"1ª VICE-PRESIDÊNCIA:
Deputado Marcelo Ramos (PL/AM): 396 votos;
Brancos: 55 votos;
Total de votantes: 451.
**Eleito e empossado 1º Vice-Presidente da Câmara dos Deputados, para o biênio 2021/2023, o Sr. Deputado MARCELO RAMOS.

2ª VICE-PRESIDÊNCIA:
Deputado André de Paula (PSD/PE): 270 votos;
Deputado Delegado Éder Mauro (PSD/PA): 43 votos;
Deputado Júlio Cesar (PSD/PI): 121 votos;
Brancos: 17 votos;
Total de votantes: 451.
** Eleito e empossado 2º Vice-Presidente da Câmara dos Deputados, para o biênio 2021/2023, o Sr. Deputado ANDRÉ DE PAULA.

1ª SECRETARIA:
Deputado Luciano Bivar (PSL/PE): 298 votos;
Deputado Léo Motta (PSL/MG): 118 votos;
Brancos: 35 votos;
Total de votantes: 451.
** Eleito e empossado 1º Secretário da Câmara dos Deputados, para o biênio 2021/2023, o Sr. Deputado LUCIANO BIVAR.

2ª SECRETARIA:
1º ESCRUTÍNIO
Deputado João Daniel (PT/SE): 166 votos;
Deputado Paulo Guedes (PT/MG): 54 votos;
Deputada Marília Arraes (PT/PE): 172 votos;
Brancos: 59 votos;
Total de votantes: 451.
** Foram para 2º escrutínio os Srs. Deputados João Daniel e Marília Arraes. 

2º ESCRUTÍNIO 
Deputada Marília Arraes (PT/PE): 192 votos;
Deputado João Daniel (PT/SE): 168 votos;
Brancos: 25 votos;
Total de votantes: 385.
** Eleita e empossada 2ª Secretária da Câmara dos Deputados, para o biênio 2021/2023, a Sr. Deputada MARÍLIA ARRAES.

3ª SECRETARIA:
Deputada Rose Modesto (PSDB/MS): 398 votos;
Brancos: 53 votos;
Total de votantes: 451.
**Eleita e empossada 3ª Secretária da Câmara dos Deputados, para o biênio 2021/2023, a Sra. Deputada ROSE MODESTO.

4ª SECRETARIA:
Deputada Rosângela Gomes (REPUBLICANOS/RJ): 418 votos;
Brancos: 33 votos;
Total de votantes: 451.
**Eleita e empossada 4ª Secretária da Câmara dos Deputados, para o biênio 2021/2023, a Sra. Deputada ROSÂNGELA GOMES.

SUPLENTES DE SECRETÁRIO:
Deputado Eduardo Bismarck (PDT/CE): 358 votos;
Deputado Alexandre Leite (DEM/SP): 313 votos;
Deputado Bibo Nunes (PSL/RS): 34 votos;
Deputado Gilberto Nascimento (PSC/SP): 354 votos;
Deputado Cássio Andrade (PSB/PA): 202 votos;
Deputado Marcelo Nilo (PSB/BA): 172;
Brancos: 371 votos.
**Eleitos e empossados 1º, 2º, 3º e 4º Suplentes de Secretário da Câmara dos Deputados, respectivamente, para o biênio 2021/2023, os Srs. Deputados Eduardo Bismarck, Gilberto Nascimento, Alexandre Leite e Cássio Andrade.",NA,NA,2021-01-28 09:39:09,"Apresentação do Objeto de Deliberação n. 1/2021, pela Mesa Diretora da Câmara dos Deputados, que: ""Eleição da Mesa Diretora da Câmara dos Deputados para o biênio 2021/2023 da 56ª Legislatura"".",0,NA
"164","2268563-5","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268563-5",2021-02-01,2021-02-03 09:57:20,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60256,"https://dadosabertos.camara.leg.br/api/v2/eventos/60256",1,0,0,0,"PRESIDÊNCIA:
Deputado General Peternelli (PSL/SP): 1 voto;
Deputado Fábio Ramalho (MDB/MG): 21 votos;
Deputado André Janones (AVANTE/MG): 3 votos;
Deputado Arthur Lira (PP/AL): 302 votos;
Deputado Luiza Erundina (PSOL/SP): 16 votos;
Deputado Baleia Rossi (MDB/SP): 145 votos;
Deputado Marcel van Hattem (NOVO/RS): 13 votos;
Deputado Kim Kataguiri (DEM/SP): 2 votos;
Brancos: 2 votos;
Total de votantes: 505.
**Eleito e empossado Presidente da Câmara dos Deputados, para o biênio 2021/2023, o Sr. Deputado ARTHUR LIRA.",NA,NA,2021-01-28 09:39:09,"Apresentação do Objeto de Deliberação n. 1/2021, pela Mesa Diretora da Câmara dos Deputados, que: ""Eleição da Mesa Diretora da Câmara dos Deputados para o biênio 2021/2023 da 56ª Legislatura"".",0,NA
