"","id","uri","data","dataHoraRegistro","idOrgao","uriOrgao","siglaOrgao","idEvento","uriEvento","aprovacao","votosSim","votosNao","votosOutros","descricao","ultimaAberturaVotacao_dataHoraRegistro","ultimaAberturaVotacao_descricao","ultimaApresentacaoProposicao_dataHoraRegistro","ultimaApresentacaoProposicao_descricao","ultimaApresentacaoProposicao_idProposicao","ultimaApresentacaoProposicao_uriProposicao"
"114","2270800-26","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270800-26",2021-02-24,2021-02-24 20:48:59,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60429,"https://dadosabertos.camara.leg.br/api/v2/eventos/60429",0,108,363,6,"Rejeitado o Requerimento. Sim: 108; não: 363; abstenção: 5; total: 476.",NA,NA,2021-02-24 19:57:59,"Parecer proferido em Plenário pela Relatora, Dep. Margarete Coelho (PP-PI), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela admissibilidade da Proposta de Emenda à Constituição nº 3, de 2021.",2270879,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270879"
"115","2270800-34","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270800-34",2021-02-24,2021-02-24 22:26:18,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60429,"https://dadosabertos.camara.leg.br/api/v2/eventos/60429",1,304,154,3,"Aprovado o Parecer adotado pelo Relator da Comissão de Constituição e Justiça e de Cidadania pela admissibilidade da Proposta de Emenda à Constituição nº 3, de 2021. Sim: 304; não: 154; abstenção: 2; total: 460.",2021-02-24 21:30:17,"Votação, em turno único, do Parecer de admissibilidade da Proposta de Emenda à Constituição nº 3, de 2021.",2021-02-24 19:57:59,"Parecer proferido em Plenário pela Relatora, Dep. Margarete Coelho (PP-PI), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela admissibilidade da Proposta de Emenda à Constituição nº 3, de 2021.",2270879,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270879"
"116","2270557-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270557-2",2021-02-24,2021-02-24 15:11:39,538903,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538903","GTELEI",60425,"https://dadosabertos.camara.leg.br/api/v2/eventos/60425",1,0,0,0,"Aprovado, com transformação de audiência pública para seminário e com a inclusão dos Estados de São Paulo, Rio de Janeiro e Piauí.",NA,NA,NA,"Apresentação do Requerimento de Participação ou Realização de Eventos fora da Câmara n. 1/2021, pelo Deputado Celso Sabino (PSDB/PA), que ""Requer a realização de audiência pública"".",0,NA
"117","2270668-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270668-2",2021-02-24,2021-02-24 17:03:23,538903,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538903","GTELEI",60425,"https://dadosabertos.camara.leg.br/api/v2/eventos/60425",1,0,0,0,"Aprovado, subscrito pela Deputada Dulce Miranda (MDB-TO) e com a seguinte alteração - devem ser consideradas as instituições/personalidades elencadas no Plano de Trabalho da Relatora: 
- Advocacia Geral da União - AGU;	
- Agências de Checagem de Notícias - LUPA;	
- Alexandre Basílio;	
- Ana Carolina Cleve;	
- Associação Brasileira das Agências de Comunicação - ABRACOM;	
- Associação Brasileira de Emissoras de Rádio e Televisão - ABERT;	
- Associação Brasileira de Empresas de Pesquisa - ABEP;	
- Associação Brasileira de Imprensa - ABI;	
- Associação Brasileira dos Jornalistas Investigativos - ABRAJI;	
- Associação das Empresas Gráficas e Editoras;	
- Associação de Artistas e Produtores Musicais;	
- Associação de Organizadores de Eventos;	
- Associação dos Juízes Federais do Brasil - AJUFE	
- Associação dos Magistrados Brasileiros - AMB	
- Associação dos Membros dos Tribunais de Contas do Brasil - ATRICON;	
- Associação Nacional das Instituições de Planejamento, Pesquisa e Estatística;	
- Associação Nacional dos Municípios - ANM;	
- Associação Nacional dos Procuradores do Estado - ANAPE;	
- Associação Nacional dos Procuradores Municipais - ANPM;	
- Aury Lopes Júnior;	
- Carlos Neves;	
- Colégio de Ouvidores da Justiça Eleitoral - COJE;	
- Colégio de Presidentes dos Tribunais Regionais Eleitorais - COPTREL;	
- Colégio dos Dirigentes das Escolas Judiciais Eleitorais - CODEJE;	
- Colégio Permanente de Juristas da Justiça Eleitoral Brasileira - COPEJE	
- Conselho Federal de Contabilidade;	
- Conselho Federal de Estatística;	
- Controladoria Geral da União - CGU;	
- DATAFOLHA;	
- Eduardo Alckmin;	
- Empresas de Autenticação;	
- Empresas Desenvolvedoras de Sistemas de Votação Eletrônica;	
- Empresas de Financiamento Coletivo;	
- Entidades de Defesas de Minorias;	
- Entidades Jurídicas - Academia + Operadores;	
- Escola Superior de Direito Eleitoral - ESDEL;	
- Especialistas;	
- Ezikelly Barros;	
- Facebook;	
- Federação Nacional dos Jornalistas - FENAJ;	
- Fernando Neves da Silva;	
- Frederico Alvim;	
- Google;	
- Guilherme Barcelos;	
- Guilherme Gonçalves;	
- Henrique Neves da Silva;	
- IBRACRIM;	
- IBCRIM;	
- IBOPE;	
- Instituto Liberdade Digital;	
- ITS - Rio;	
- José Jairo Gomes;	
- Laura Schertel Mendes;	
- Luciana Lóssio;	
- Luís Fernando Casagrande Pereira;	
- Maria Cláudio Bucchianeri;	
- Movimento de Combate a Corrupção Eleitoral - MCCE;	
- Ordem dos Advogados do Brasil - OAB;	
- Patrícia Peck;	
- Pluris;	
- Polícia Federal;	
- PRERRO;	
- Procuradoria Geral da República - PGR;	
- Roberta Gresta;	
- Rodolfo Viana;	
- Rodrigo Lopes Zilio;
- Sérgio Pinheiro - Representante da OAB;	
- Tarcisio Vieira de Carvalho Neto;	
- Transparência Brasil;	
- Transparência Eleitoral Brasil;	
- Tribunal Superior Eleitoral - TSE;	
- Twitter;	
- União Nacional dos Legisladores - UNALE;	
- Youtube.",NA,NA,NA,"Apresentação do Requerimento n. 2/2021, pelo Deputado Jhonatan de Jesus (REPUBLIC/RR), que ""Requer a oitiva de especialistas em Direito Eleitoral e Processo Eleitoral"".",0,NA
"118","2268424-55","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-55",2021-02-23,2021-02-23 18:48:37,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",1,0,0,0,"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Westphalen (PP-RS).",2021-02-23 18:48:12,"Votação da Redação Final.",2021-02-23 18:08:44,"Parecer Reformulado de Plenário, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária de todas as Emendas de Plenário com apoiamento regimental, exceto a Emenda nº 11 que se mostra inadequada do ponto de vista orçamentário e financeiro; e, no mérito, pela aprovação das Emendas de Plenário nºs 8 e 12,  na forma da Subemenda Substitutiva Global ao PLV apresentada, e pela rejeição das demais Emendas de Plenário com apoiamento regimental.",2270772,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270772"
"119","2268424-34","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-34",2021-02-23,2021-02-23 16:55:56,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",1,0,0,0,"Aprovado o Requerimento.",NA,NA,2021-02-23 15:58:44,"Parecer proferido em Plenário pelo Relator, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.026, de 2021; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.026, de 2021, e das emendas apresentadas perante a Comissão Mista; pela não repercussão sobre a receita ou a despesa da União, não havendo implicação orçamentária ou financeira da Medida Provisória nº 1.026, de 2021, e, quanto às emendas apresentadas perante a Comissão Mista: pelo não atendimento da legislação aplicável, devendo ser consideradas incompatíveis e inadequadas orçamentária e financeiramente, das emendas de nºs 11; 46; 57; 76; 90; 114; 129; 131; 135; 140 e 147; e pela não repercussão sobre a receita ou a despesa da União, não havendo implicação orçamentária ou financeira, das demais emendas; e, no mérito, pela aprovação da Medida Provisória nº 1.026, de 2021, e das emendas nºs 2, 3, 4, 8, 13, 14, 15, 17, 19, 22, 23, 24, 25, 42, 45, 44, 47, 48, 58, 59, 60, 61, 65, 66, 68, 70, 71, 73, 77, 78, 80, 82, 83, 84, 85, 86, 88, 89, 91, 93, 95, 96, 97, 100, 101, 102, 104, 106, 107, 109, 111, 117, 122, 123, 124, 126, 128, 130, 132, 133, 134, 136, 137, 138, 139, 142, 144, 145, 146, 149, 150, 153 e 154, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado; e pela rejeição das demais Emendas apresentadas.",2270728,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270728"
"120","2268424-41","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-41",2021-02-23,2021-02-23 17:53:52,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",1,0,0,0,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",2021-02-23 17:47:28,"Votação preliminar em turno único.",2021-02-23 17:47:09,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária de todas as Emendas de Plenário com apoiamento regimental, exceto a Emenda nº 11 que se mostra inadequada do ponto de vista orçamentário e financeiro; e, no mérito, pela aprovação da Emenda de Plenário nº12, na forma da Subemenda Substitutiva Global ao PLV apresentada, e pela rejeição das demais Emendas de Plenário com apoiamento regimental.",2270755,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270755"
"121","2268424-42","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-42",2021-02-23,2021-02-23 18:01:16,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",1,0,0,0,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",2021-02-23 17:47:28,"Votação preliminar em turno único.",2021-02-23 17:47:09,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária de todas as Emendas de Plenário com apoiamento regimental, exceto a Emenda nº 11 que se mostra inadequada do ponto de vista orçamentário e financeiro; e, no mérito, pela aprovação da Emenda de Plenário nº12, na forma da Subemenda Substitutiva Global ao PLV apresentada, e pela rejeição das demais Emendas de Plenário com apoiamento regimental.",2270755,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270755"
"122","2268424-44","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-44",2021-02-23,2021-02-23 18:02:03,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",1,0,0,0,"Aprovada a Subemenda Substitutiva Global oferecida ao Projeto de Lei de Conversão, ressalvados os destaques.",2021-02-23 18:01:27,"Votação, quanto ao mérito, em turno único.",2021-02-23 18:08:44,"Parecer Reformulado de Plenário, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária de todas as Emendas de Plenário com apoiamento regimental, exceto a Emenda nº 11 que se mostra inadequada do ponto de vista orçamentário e financeiro; e, no mérito, pela aprovação das Emendas de Plenário nºs 8 e 12,  na forma da Subemenda Substitutiva Global ao PLV apresentada, e pela rejeição das demais Emendas de Plenário com apoiamento regimental.",2270772,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270772"
"123","2268424-49","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-49",2021-02-23,2021-02-23 18:16:22,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",NA,0,0,0,"Mantido o texto.",2021-02-23 18:02:52,"Votação do DTQ 1: PDT: Destaque para votação em separado, com vistas à supressão, do Art. 12 do PLV apresentado à MPV 1026/2021. (art. 161, I)",2021-02-23 18:08:44,"Parecer Reformulado de Plenário, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária de todas as Emendas de Plenário com apoiamento regimental, exceto a Emenda nº 11 que se mostra inadequada do ponto de vista orçamentário e financeiro; e, no mérito, pela aprovação das Emendas de Plenário nºs 8 e 12,  na forma da Subemenda Substitutiva Global ao PLV apresentada, e pela rejeição das demais Emendas de Plenário com apoiamento regimental.",2270772,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270772"
"124","2268424-52","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-52",2021-02-23,2021-02-23 18:31:24,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",0,0,0,0,"Rejeitada a Emenda de Plenário nº 3.",2021-02-23 18:17:02,"Votação do DTQ 7: PT: Emenda de Plenário n. 3. (art. 161, II)",2021-02-23 18:08:44,"Parecer Reformulado de Plenário, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária de todas as Emendas de Plenário com apoiamento regimental, exceto a Emenda nº 11 que se mostra inadequada do ponto de vista orçamentário e financeiro; e, no mérito, pela aprovação das Emendas de Plenário nºs 8 e 12,  na forma da Subemenda Substitutiva Global ao PLV apresentada, e pela rejeição das demais Emendas de Plenário com apoiamento regimental.",2270772,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270772"
"125","2268424-53","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268424-53",2021-02-23,2021-02-23 18:46:56,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60396,"https://dadosabertos.camara.leg.br/api/v2/eventos/60396",0,0,0,0,"Rejeitada a Emenda de Plenário nº 14.",2021-02-23 18:30:51,"Votação do DTQ 15: PSB: Emenda de plenário nº 14. (art. 161, II)",2021-02-23 18:08:44,"Parecer Reformulado de Plenário, Dep. Pedro Westphalen (PP-RS), pela Comissão Mista do Congresso Nacional, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; pela adequação financeira e orçamentária de todas as Emendas de Plenário com apoiamento regimental, exceto a Emenda nº 11 que se mostra inadequada do ponto de vista orçamentário e financeiro; e, no mérito, pela aprovação das Emendas de Plenário nºs 8 e 12,  na forma da Subemenda Substitutiva Global ao PLV apresentada, e pela rejeição das demais Emendas de Plenário com apoiamento regimental.",2270772,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270772"
"126","2270433-24","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270433-24",2021-02-19,2021-02-19 18:53:48,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60387,"https://dadosabertos.camara.leg.br/api/v2/eventos/60387",1,0,0,0,"Aprovado o Requerimento.",NA,NA,2021-02-19 18:13:50,"Parecer proferido em Plenário pela Relatora, Dep. Magda Mofatto (PL-GO), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pelo atendimento dos requisitos constitucionais para decretação desta Medida Cautelar; e, no mérito, pela preservação da eficácia da decisão proferida pelo ministro Alexandre de Moraes, nos autos do Inquérito nº 4.781-DF e confirmada, à unanimidade, pelo Supremo Tribunal Federal.",2270543,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270543"
"127","2270433-32","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270433-32",2021-02-19,2021-02-19 20:21:22,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60387,"https://dadosabertos.camara.leg.br/api/v2/eventos/60387",1,364,130,3,"Aprovado o parecer da Comissão de Constituição e Justiça e de Cidadania à Comunicação de Medida Cautelar nº 1/2021. Sim: 364; não: 130; abstenção: 3; total: 497.",2021-02-19 19:11:07,"Votação do parecer da Comissão de Constituição e Justiça e de Cidadania à Comunicação de Medida Cautelar nº 1, de 2021, com parecer pela aprovação.",2021-02-19 18:13:50,"Parecer proferido em Plenário pela Relatora, Dep. Magda Mofatto (PL-GO), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pelo atendimento dos requisitos constitucionais para decretação desta Medida Cautelar; e, no mérito, pela preservação da eficácia da decisão proferida pelo ministro Alexandre de Moraes, nos autos do Inquérito nº 4.781-DF e confirmada, à unanimidade, pelo Supremo Tribunal Federal.",2270543,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270543"
"128","2269485-71","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269485-71",2021-02-11,2021-02-11 12:48:16,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",1,0,0,0,"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Ramos (PL-AM).",2021-02-11 12:47:50,"Votação da Redação Final.",2021-02-11 11:25:08,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marcelo Ramos (PL-AM), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário e da Subemenda Substitutiva adotada pelo Relator da Mesa Diretora.",2270103,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270103"
"129","2268646-46","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268646-46",2021-02-11,2021-02-11 14:02:07,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",1,0,0,0,"Aprovada a Redação Final assinada pelo Relator, Dep. Marco Bertaiolli (PSD-SP).",2021-02-11 14:01:15,"Votação da Redação Final.",2021-02-11 13:46:57,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marco Bertaiolli (PSD-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário nº 1 e 4; e, no mérito, pela rejeição de todas elas; constitucionalidade, injuridicidade e inadequada técnica legislativa da Emenda de Plenário nº 3; e, no mérito, pela sua rejeição.",2270139,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270139"
"130","2268644-65","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268644-65",2021-02-11,2021-02-11 15:06:06,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",1,0,0,0,"Aprovada a Redação Final assinada pela Relatora, Dep. Margarete Coelho (PP-PI).",2021-02-11 15:05:43,"Votação da Redação Final.",2021-02-11 15:09:14,"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Margarete Coelho (PP-PI), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa de todas as Emendas de Plenário com apoiamento regimental; e, no mérito, pela aprovação das Emendas de Plenário nºs 3 e 5, na forma da Subemenda Substitutiva Global apresentada, e pela rejeição da Emenda de Plenário nº 2.",2270164,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270164"
"131","2269710-9","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269710-9",2021-02-11,2021-02-11 10:21:23,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",1,360,11,1,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 360; não: 11; abstenção: 1; total: 372.",NA,NA,NA,NA,0,NA
"132","2269485-45","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269485-45",2021-02-11,2021-02-11 11:58:10,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",0,12,358,1,"Rejeitado o Requerimento. Sim: 12; não: 358; total: 370.",NA,NA,2021-02-11 11:25:08,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marcelo Ramos (PL-AM), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário e da Subemenda Substitutiva adotada pelo Relator da Mesa Diretora.",2270103,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270103"
"133","2269485-51","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269485-51",2021-02-11,2021-02-11 12:13:09,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",1,0,0,0,"Aprovada a Subemenda Substitutiva de Global ao Projeto de Resolução nº 6, de 2021, adotada pelo Relator da Mesa Diretora da Câmara dos Deputados, ressalvados os destaques.",2021-02-11 11:59:24,"Votação em turno único.",2021-02-11 11:25:08,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marcelo Ramos (PL-AM), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário e da Subemenda Substitutiva adotada pelo Relator da Mesa Diretora.",2270103,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270103"
"134","2269485-69","https://dadosabertos.camara.leg.br/api/v2/votacoes/2269485-69",2021-02-11,2021-02-11 12:47:36,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",0,97,310,1,"Rejeitada a Emenda de Plenário nº 3. Sim: 97; não: 310; total: 407.",2021-02-11 12:22:10,"Votação do DTQ 4: PSOL: Emenda de Plenário nº 3. (art. 161, II)",2021-02-11 11:25:08,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marcelo Ramos (PL-AM), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário e da Subemenda Substitutiva adotada pelo Relator da Mesa Diretora.",2270103,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270103"
"135","2268646-40","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268646-40",2021-02-11,2021-02-11 13:55:14,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",0,0,0,0,"Rejeitadas as Emendas de Plenário.",2021-02-11 13:54:55,"Votação das Emendas de Plenário, com parecer pela rejeição, ressalvados os destaques.",2021-02-11 13:46:57,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marco Bertaiolli (PSD-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário nº 1 e 4; e, no mérito, pela rejeição de todas elas; constitucionalidade, injuridicidade e inadequada técnica legislativa da Emenda de Plenário nº 3; e, no mérito, pela sua rejeição.",2270139,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270139"
"136","2268646-41","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268646-41",2021-02-11,2021-02-11 13:58:34,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",1,0,0,0,"Aprovado o Projeto de Lei nº 27, de 2021, ressalvados os destaques.",2021-02-11 13:54:55,"Votação das Emendas de Plenário, com parecer pela rejeição, ressalvados os destaques.",2021-02-11 13:46:57,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marco Bertaiolli (PSD-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa das Emendas de Plenário nº 1 e 4; e, no mérito, pela rejeição de todas elas; constitucionalidade, injuridicidade e inadequada técnica legislativa da Emenda de Plenário nº 3; e, no mérito, pela sua rejeição.",2270139,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270139"
"137","2268644-57","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268644-57",2021-02-11,2021-02-11 14:54:51,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60326,"https://dadosabertos.camara.leg.br/api/v2/eventos/60326",1,0,0,0,"Aprovado a Subemenda Substitutiva Global ao Projeto de Lei nº 25, de 2021, adotada pelo Relatora da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques.",2021-02-11 14:50:34,"Votação em turno único.",2021-02-11 15:09:14,"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Margarete Coelho (PP-PI), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa de todas as Emendas de Plenário com apoiamento regimental; e, no mérito, pela aprovação das Emendas de Plenário nºs 3 e 5, na forma da Subemenda Substitutiva Global apresentada, e pela rejeição da Emenda de Plenário nº 2.",2270164,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2270164"
"138","2224067-94","https://dadosabertos.camara.leg.br/api/v2/votacoes/2224067-94",2021-02-10,2021-02-10 22:51:44,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60323,"https://dadosabertos.camara.leg.br/api/v2/eventos/60323",1,0,0,0,"Aprovada a Redação Final assinada pelo Relator, Dep. Otto Alencar Filho (PSD-BA).",2021-02-10 22:51:08,"Votação da Redação Final.",NA,"Apresentação da Declaração de Voto n. 13 MESA, pelo Deputado Gurgel (PSL/RJ).",2269071,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269071"
"139","2265124-52","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-52",2021-02-10,2021-02-10 14:48:32,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",0,88,291,1,"Rejeitado o Requerimento. Sim: 88; não: 291; abstenção:1; total: 380.",2021-02-10 14:31:39,"Votação em turno único.",NA,"Apresentação da Declaração de Voto n. 1 MESA, pela Deputada Major Fabiana (PSL/RJ).",2269864,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269864"
"140","2265124-54","https://dadosabertos.camara.leg.br/api/v2/votacoes/2265124-54",2021-02-10,2021-02-10 15:19:56,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60305,"https://dadosabertos.camara.leg.br/api/v2/eventos/60305",0,98,338,1,"Rejeitado o Requerimento. Sim: 98; não: 338; total: 446.",2021-02-10 14:31:39,"Votação em turno único.",NA,"Apresentação da Declaração de Voto n. 1 MESA, pela Deputada Major Fabiana (PSL/RJ).",2269864,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269864"
