"","idOrgao","uriOrgao","siglaOrgao","nomeOrgao","idDeputado","uriDeputado","nomeDeputado","siglaPartido","siglaUF","cargo","dataInicio","dataFim","idLegislatura"
"117",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",141374,"https://dadosabertos.camara.leg.br/api/v2/deputados/141374","Alexandre Silveira","PL*","MG","3º Suplente de Secretário",2007-01-02,2009-02-02 23:59:59,52
"118",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74172,"https://dadosabertos.camara.leg.br/api/v2/deputados/74172","Deley","PSC","RJ","4º Suplente de Secretário",2007-01-02,2009-02-02 23:59:59,52
"119",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",73552,"https://dadosabertos.camara.leg.br/api/v2/deputados/73552","Michel Temer","PMDB","SP","Presidente",1999-02-02,2001-02-14 23:59:59,51
"120",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",97707,"https://dadosabertos.camara.leg.br/api/v2/deputados/97707","Heráclito Fortes","PFL","PI","1º Vice-Presidente",1999-02-02,2001-02-14 23:59:59,51
"121",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74436,"https://dadosabertos.camara.leg.br/api/v2/deputados/74436","Severino Cavalcanti","PPB","PE","2º Vice-Presidente",1999-02-02,2001-02-14 23:59:59,51
"122",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74307,"https://dadosabertos.camara.leg.br/api/v2/deputados/74307","Ubiratan Aguiar","PSDB","CE","1º Secretário",1999-02-02,2001-02-14 23:59:59,51
"123",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",73761,"https://dadosabertos.camara.leg.br/api/v2/deputados/73761","Nelson Trad","PTB","MS","2º Secretário",1999-02-02,2001-02-14 23:59:59,51
"124",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74548,"https://dadosabertos.camara.leg.br/api/v2/deputados/74548","Jaques Wagner","PT","BA","3º Secretário",1999-02-02,2001-02-14 23:59:59,51
"125",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74407,"https://dadosabertos.camara.leg.br/api/v2/deputados/74407","Efraim Morais","PFL","PB","4º Secretário",1999-02-02,2001-02-14 23:59:59,51
"126",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74077,"https://dadosabertos.camara.leg.br/api/v2/deputados/74077","Giovanni Queiroz","PDT","PA","1º Suplente de Secretário",1999-02-02,2001-02-14 23:59:59,51
"127",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",73982,"https://dadosabertos.camara.leg.br/api/v2/deputados/73982","Luciano Castro","PSDB","RR","2º Suplente de Secretário",1999-02-02,2001-02-14 23:59:59,51
"128",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",73678,"https://dadosabertos.camara.leg.br/api/v2/deputados/73678","Zé Gomes da Rocha","PSD*","GO","3º Suplente de Secretário",1999-02-02,2001-02-14 23:59:59,51
"129",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74419,"https://dadosabertos.camara.leg.br/api/v2/deputados/74419","Gonzaga Patriota","PSB","PE","4º Suplente de Secretário",1999-02-02,2001-02-14 23:59:59,51
"130",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74801,"https://dadosabertos.camara.leg.br/api/v2/deputados/74801","Wilson Santos","PMDB","MT","4º Suplente de Secretário",2001-02-14,2003-01-31 23:59:59,51
"131",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",73893,"https://dadosabertos.camara.leg.br/api/v2/deputados/73893","Enio Bacci","PDT","RS","3º Suplente de Secretário",2001-02-14,2003-01-31 23:59:59,51
"132",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74434,"https://dadosabertos.camara.leg.br/api/v2/deputados/74434","Salatiel Carvalho","PPB","PE","2º Suplente de Secretário",2001-02-14,2003-01-31 23:59:59,51
"133",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74102,"https://dadosabertos.camara.leg.br/api/v2/deputados/74102","Pedro Valadares","PSB","SE","1º Suplente de Secretário",2001-02-14,2003-01-31 23:59:59,51
"134",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74082,"https://dadosabertos.camara.leg.br/api/v2/deputados/74082","Paulo Rocha","PT","PA","3º Secretário",2001-02-14,2003-01-31 23:59:59,51
"135",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74646,"https://dadosabertos.camara.leg.br/api/v2/deputados/74646","Aécio Neves","PSDB","MG","Presidente",2001-02-14,2002-12-17 23:59:59,51
"136",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",73663,"https://dadosabertos.camara.leg.br/api/v2/deputados/73663","Barbosa Neto","PMDB","GO","2º Vice-Presidente",2001-02-15,2003-01-31 23:59:59,51
"137",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74407,"https://dadosabertos.camara.leg.br/api/v2/deputados/74407","Efraim Morais","PFL","PB","1º Vice-Presidente",2001-02-15,2002-12-17 23:59:59,51
"138",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74313,"https://dadosabertos.camara.leg.br/api/v2/deputados/74313","Ciro Nogueira","PFL","PI","4º Secretário",2001-02-15,2003-01-31 23:59:59,51
"139",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74359,"https://dadosabertos.camara.leg.br/api/v2/deputados/74359","Nilton Capixaba","PTB","RO","2º Secretário",2001-02-15,2003-01-31 23:59:59,51
"140",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74436,"https://dadosabertos.camara.leg.br/api/v2/deputados/74436","Severino Cavalcanti","PPB","PE","1º Secretário",2001-02-15,2003-01-31 23:59:59,51
"141",4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA","Mesa Diretora da Câmara dos Deputados",74407,"https://dadosabertos.camara.leg.br/api/v2/deputados/74407","Efraim Morais","PFL","PB","Presidente",2002-12-17,2003-01-31 23:59:59,51
