id_parlamentar;id_parlamentar_parlametria;casa;legislatura;nome;partido;uf;situacao;em_exercicio;governismo;disciplina;partido_disciplina;partido_atual;votos_validos;num_seguiu;bancada_suficiente;;;;;;;;;;
178931;1178931;camara;55;Luciano Ducci;PSB;PR;Titular;1;-0,491041706;0,671287129;PSB;PSB;505;339;VERDADEIRO;;;;;;;;;;
5942;25942;senado;56;Marcos do Val;PODEMOS;ES;Titular;1;-0,476041729;0,783333333;PODEMOS;PODEMOS;60;47;VERDADEIRO;;;;;;;;;;
204515;1204515;camara;56;André Janones;AVANTE;MG;Titular;1;-0,435607041;0,314782609;AVANTE;AVANTE;575;181;VERDADEIRO;;;;;;;;;;
5537;25537;senado;55;Dário Berger;MDB;SC;Titular;1;-0,382662132;0,710144928;MDB;MDB;69;49;VERDADEIRO;;;;;;;;;;
178842;1178842;camara;55;Jhc;PSB;AL;Titular;0;-0,332200602;0,615384615;PSB;PSB;403;248;VERDADEIRO;;;;;;;;;;
160976;1160976;camara;54;Tiririca;PL;SP;Titular;1;-0,175427211;0,492592593;PL;PL;540;266;VERDADEIRO;;;;;;;;;;
3396;23396;senado;52;Tasso Jereissati;PSDB;CE;Titular;1;-0,085087122;0,930555556;PSDB;PSDB;72;67;VERDADEIRO;;;;;;;;;;
72442;172442;camara;55;Felipe Carreras;PSB;PE;Titular;1;-0,049893253;0,556405354;PSB;PSB;523;291;VERDADEIRO;;;;;;;;;;
204405;1204405;camara;56;Liziane Bayer;PSB;RS;Titular;1;-0,043853265;0,586145648;PSB;PSB;563;330;VERDADEIRO;;;;;;;;;;
4545;24545;senado;53;Jarbas Vasconcelos;MDB;PE;Titular;1;-0,043372115;0,847222222;MDB;MDB;72;61;VERDADEIRO;;;;;;;;;;
1173;21173;senado;55;Wellington Fagundes;PL;MT;Titular;1;0,050086043;0,833333333;PL;PL;72;60;VERDADEIRO;;;;;;;;;;
70;270;senado;51;Renan Calheiros;MDB;AL;Titular;1;0,075969953;0,606060606;MDB;MDB;33;20;VERDADEIRO;;;;;;;;;;
213274;1213274;camara;56;Ricardo Silva;PSB;SP;Efetivado;1;0,150347698;0,590909091;PSB;PSB;264;156;VERDADEIRO;;;;;;;;;;
204544;1204544;camara;56;Alexandre Frota;PSDB;SP;Titular;1;0,202273143;0,868217054;PSL;PSDB;129;112;;;;;;;;;;;
204544;1204544;camara;56;Alexandre Frota;PSDB;SP;Titular;1;0,202273143;0,626598465;PSDB;PSDB;391;245;VERDADEIRO;;;;;;;;;;
178939;1178939;camara;55;Clarissa Garotinho;PROS;RJ;Titular;1;0,223632941;0,430913349;PROS;PROS;427;184;VERDADEIRO;;;;;;;;;;
178832;1178832;camara;55;Leandre;PV;PR;Titular;1;0,31305549;0,672727273;PV;PV;440;296;FALSO;;;;;;;;;;
178946;1178946;camara;55;Soraya Santos;PL;RJ;Titular;1;3,950237487;0,954545455;PL;PL;220;210;VERDADEIRO;;;;;;;;;;
204433;1204433;camara;56;Marcelo Calero;CIDADANIA;RJ;Titular;0;0,366282432;0,810590631;CIDADANIA;CIDADANIA;491;398;VERDADEIRO;;;;;;;;;;
178948;1178948;camara;55;Beto Rosado;PP;RN;Titular;1;3,601694286;0,910299003;PP;PP;301;274;VERDADEIRO;;;;;;;;;;
5527;25527;senado;55;Simone Tebet;MDB;MS;Titular;1;0,567126954;0,911764706;MDB;MDB;68;62;VERDADEIRO;;;;;;;;;;
204571;1204571;camara;56;Alex Santana;PDT;BA;Titular;1;0,648130316;0,551515152;PDT;PDT;495;273;VERDADEIRO;;;;;;;;;;
178833;1178833;camara;55;Alexandre Serfiotis;PSD;RJ;Titular;0;0,648930427;0,643171806;PSD;PSD;454;292;VERDADEIRO;;;;;;;;;;
5988;25988;senado;56;Soraya Thronicke;PSL;MS;Titular;1;0,869702413;0,694444444;PSL;PSL;72;50;FALSO;;;;;;;;;;
204537;1204537;camara;56;Enrico Misasi;PV;SP;Titular;1;0,893728918;0,62571977;PV;PV;521;326;FALSO;;;;;;;;;;
204466;1204466;camara;56;Tereza Nelma;PSDB;AL;Titular;1;0,972791246;0,734741784;PSDB;PSDB;426;313;VERDADEIRO;;;;;;;;;;
204385;1204385;camara;56;Valdevan Noventa;PL;SE;Titular;1;0,984240698;0,797814208;PL;PL;183;146;VERDADEIRO;;;;;;;;;;
204385;1204385;camara;56;Valdevan Noventa;PL;SE;Titular;1;0,984240698;0,364485981;PSC;PL;321;117;;;;;;;;;;;
141518;1141518;camara;53;Paulo Pereira Da Silva;SOLIDARIEDADE;SP;Titular;1;0,988591999;0,66966967;SOLIDARIEDADE;SOLIDARIEDADE;333;223;VERDADEIRO;;;;;;;;;;
204487;1204487;camara;56;Capitão Wagner;PROS;CE;Titular;1;1,006831726;0,565737052;PROS;PROS;502;284;VERDADEIRO;;;;;;;;;;
164360;1164360;camara;54;Carmen Zanotto;CIDADANIA;SC;Titular;1;1,017967061;0,859232176;CIDADANIA;CIDADANIA;547;470;VERDADEIRO;;;;;;;;;;
160589;1160589;camara;54;Bruna Furlan;PSDB;SP;Titular;1;1,020091422;0,760368664;PSDB;PSDB;434;330;VERDADEIRO;;;;;;;;;;
178916;1178916;camara;55;Daniel Coelho;CIDADANIA;PE;Titular;1;1,105702466;0,863905325;CIDADANIA;CIDADANIA;507;438;VERDADEIRO;;;;;;;;;;
160635;1160635;camara;54;Ruy Carneiro;PSDB;PB;Titular;1;1,164290906;0,784968685;PSDB;PSDB;479;376;VERDADEIRO;;;;;;;;;;
5899;25899;senado;56;Vanderlan Cardoso;PSD;GO;Titular;1;1,177523802;0,830188679;PSD;PSD;53;44;VERDADEIRO;;;;;;;;;;
178981;1178981;camara;55;Herculano Passos;MDB;SP;Titular;1;3,267377667;0,813653137;MDB;MDB;542;441;VERDADEIRO;;;;;;;;;;
213854;1213854;camara;56;Dr. Agripino Magalhães;PROS;CE;Suplente;0;1,17890378;0,72;PROS;PROS;25;18;VERDADEIRO;;;;;;;;;;
73466;173466;camara;51;Rubens Bueno;CIDADANIA;PR;Titular;1;1,192302957;0,871794872;CIDADANIA;CIDADANIA;585;510;VERDADEIRO;;;;;;;;;;
178972;1178972;camara;55;Alex Manente;CIDADANIA;SP;Titular;1;1,200107704;0,914893617;CIDADANIA;CIDADANIA;423;387;VERDADEIRO;;;;;;;;;;
161550;1161550;camara;56;Emidinho Madeira;PSB;MG;Titular;1;1,205372623;0,368200837;PSB;PSB;478;176;VERDADEIRO;;;;;;;;;;
204471;1204471;camara;56;Mara Rocha;PSDB;AC;Titular;1;1,20935749;0,743197279;PSDB;PSDB;588;437;VERDADEIRO;;;;;;;;;;
178969;1178969;camara;55;Fábio Mitidieri;PSD;SE;Titular;1;1,258225235;0,71969697;PSD;PSD;396;285;VERDADEIRO;;;;;;;;;;
204357;1204357;camara;56;Rose Modesto;PSDB;MS;Titular;1;1,276945884;0,759322034;PSDB;PSDB;590;448;VERDADEIRO;;;;;;;;;;
74200;174200;camara;51;Gastão Vieira;PROS;MA;Suplente;1;1,277249116;0,593103448;PROS;PROS;435;258;VERDADEIRO;;;;;;;;;;
160587;1160587;camara;54;Fábio Trad;PSD;MS;Titular;1;1,309311291;0,75257732;PSD;PSD;582;438;VERDADEIRO;;;;;;;;;;
141391;1141391;camara;53;Arnaldo Jardim;CIDADANIA;SP;Titular;1;1,333961356;0,862403101;CIDADANIA;CIDADANIA;516;445;VERDADEIRO;;;;;;;;;;
178953;1178953;camara;55;Expedito Netto;PSD;RO;Titular;1;1,337222717;0,70741483;PSD;PSD;499;353;VERDADEIRO;;;;;;;;;;
204573;1204573;camara;56;Otto Alencar Filho;PSD;BA;Titular;1;1,400947906;0,761324042;PSD;PSD;574;437;VERDADEIRO;;;;;;;;;;
191923;1191923;camara;55;Flávio Nogueira;PDT;PI;Titular;1;1,455345765;0,467741935;PDT;PDT;558;261;VERDADEIRO;;;;;;;;;;
178961;1178961;camara;55;Shéridan;PSDB;RR;Titular;1;1,466365501;0,802874743;PSDB;PSDB;487;391;VERDADEIRO;;;;;;;;;;
211866;1211866;camara;56;Fabiano Tolentino;CIDADANIA;MG;Suplente;0;1,469467487;0,943925234;CIDADANIA;CIDADANIA;107;101;VERDADEIRO;;;;;;;;;;
204421;1204421;camara;56;Edna Henrique;PSDB;PB;Titular;1;1,488410619;0,813397129;PSDB;PSDB;418;340;VERDADEIRO;;;;;;;;;;
6027;26027;senado;56;Mecias de Jesus;REPUBLICANOS;RR;Titular;1;1,500466959;1;REPUBLICANOS;REPUBLICANOS;71;71;FALSO;;;;;;;;;;
5523;25523;senado;55;Otto Alencar;PSD;BA;Titular;1;1,504667848;0,791044776;PSD;PSD;67;53;VERDADEIRO;;;;;;;;;;
212504;1212504;camara;56;Fernando Borja;AVANTE;MG;Suplente;0;1,562928042;0,25;AVANTE;AVANTE;52;13;VERDADEIRO;;;;;;;;;;
204403;1204403;camara;56;Marlon Santos;PDT;RS;Titular;1;1,584723505;0,428909953;PDT;PDT;422;181;VERDADEIRO;;;;;;;;;;
74273;174273;camara;52;Jefferson Campos;PSB;SP;Titular;1;1,591644643;0,323325635;PSB;PSB;433;140;VERDADEIRO;;;;;;;;;;
205476;1205476;camara;56;Charles Fernandes;PSD;BA;Titular;1;1,604588575;0,771375465;PSD;PSD;538;415;VERDADEIRO;;;;;;;;;;
160552;1160552;camara;54;Danrlei De Deus Hinterholz;PSD;RS;Titular;1;1,613281593;0,755244755;PSD;PSD;429;324;VERDADEIRO;;;;;;;;;;
178863;1178863;camara;55;Uldurico Junior;PROS;BA;Titular;1;1,628440604;0,702078522;PROS;PROS;433;304;VERDADEIRO;;;;;;;;;;
198783;1198783;camara;56;Emanuel Pinheiro Neto;PTB;MT;Titular;1;1,770053492;0,735966736;PTB;PTB;481;354;VERDADEIRO;;;;;;;;;;
204351;1204351;camara;56;Dr. Luiz Ovando;PSL;MS;Titular;1;5,013054576;0,914233577;PSL;PSL;548;501;VERDADEIRO;;;;;;;;;;
178863;1178863;camara;55;Uldurico Junior;PROS;BA;Titular;1;1,628440604;0;PPL;PROS;26;0;;;;;;;;;;;
5531;25531;senado;55;Elmano Férrer;PP;PI;Titular;1;1,629037847;0,833333333;PP;PP;18;15;VERDADEIRO;;;;;;;;;;
5531;25531;senado;55;Elmano Férrer;PP;PI;Titular;1;1,629037847;0,644067797;PODEMOS;PP;59;38;;;;;;;;;;;
74655;174655;camara;51;Eduardo Barbosa;PSDB;MG;Titular;1;1,632477576;0,854166667;PSDB;PSDB;528;451;VERDADEIRO;;;;;;;;;;
164359;1164359;camara;54;Delegado Waldir;PSL;GO;Titular;1;1,696687191;0,826923077;PSL;PSL;468;387;VERDADEIRO;;;;;;;;;;
204364;1204364;camara;56;Eli Borges;SOLIDARIEDADE;TO;Titular;1;1,701031076;0,790554415;SOLIDARIEDADE;SOLIDARIEDADE;487;385;VERDADEIRO;;;;;;;;;;
204564;1204564;camara;56;Igor Kannário;DEM;BA;Titular;1;1,716820681;0,835294118;DEM;DEM;255;213;VERDADEIRO;;;;;;;;;;
204564;1204564;camara;56;Igor Kannário;DEM;BA;Titular;1;1,716820681;0;PHS;DEM;95;0;;;;;;;;;;;
62881;162881;camara;54;Danilo Forte;PSDB;CE;Suplente;1;1,719189751;0,914473684;PSDB;PSDB;152;139;VERDADEIRO;;;;;;;;;;
204359;1204359;camara;56;Léo Moraes;PODE;RO;Titular;1;1,745874632;0,688581315;PODEMOS;PODEMOS;578;398;VERDADEIRO;;;;;;;;;;
178912;1178912;camara;55;Pedro Cunha Lima;PSDB;PB;Titular;1;1,748673986;0,813559322;PSDB;PSDB;531;432;VERDADEIRO;;;;;;;;;;
178830;1178830;camara;54;Dr. Sinval Malheiros;PODE;SP;Suplente;1;1,77165963;0,796460177;PODEMOS;PODEMOS;113;90;VERDADEIRO;;;;;;;;;;
160512;1160512;camara;54;Aureo Ribeiro;SOLIDARIEDADE;RJ;Titular;1;1,787775059;0,802325581;SOLIDARIEDADE;SOLIDARIEDADE;430;345;VERDADEIRO;;;;;;;;;;
141553;1141553;camara;53;Vanderlei Macris;PSDB;SP;Titular;1;1,791899197;0,85440613;PSDB;PSDB;522;446;VERDADEIRO;;;;;;;;;;
5985;25985;senado;56;Nelsinho Trad;PSD;MS;Titular;1;1,793206118;0,972972973;PSD;PSD;74;72;VERDADEIRO;;;;;;;;;;
204391;1204391;camara;56;José Nelto;PODE;GO;Titular;1;1,801644633;0,772020725;PODEMOS;PODEMOS;386;298;VERDADEIRO;;;;;;;;;;
160655;1160655;camara;54;Ricardo Izar;PP;SP;Titular;1;1,83248923;0,783369803;PP;PP;457;358;VERDADEIRO;;;;;;;;;;
90201;190201;camara;56;Pedro Augusto Bezerra;PTB;CE;Titular;1;1,837129933;0,765834933;PTB;PTB;521;399;VERDADEIRO;;;;;;;;;;
207176;1207176;camara;56;Bia Cavassa;PSDB;MS;Suplente;1;1,869538714;0,843984962;PSDB;PSDB;532;449;VERDADEIRO;;;;;;;;;;
204371;1204371;camara;56;Felipe Rigoni;PSB;ES;Titular;1;0,295070161;0,387096774;PSB;PSB;496;192;VERDADEIRO;;;;;;;;;;
204384;1204384;camara;56;Ney Leprevost;PSD;PR;Titular;0;1,88451808;0,853333333;PSD;PSD;75;64;VERDADEIRO;;;;;;;;;;
178956;1178956;camara;55;Mariana Carvalho;PSDB;RO;Titular;1;1,891954057;0,857142857;PSDB;PSDB;497;426;VERDADEIRO;;;;;;;;;;
204463;1204463;camara;56;Wladimir Garotinho;PSD;RJ;Titular;0;1,920345392;0,839779006;PSD;PSD;362;304;VERDADEIRO;;;;;;;;;;
204375;1204375;camara;56;Leda Sadala;AVANTE;AP;Titular;1;3,065721895;0,667391304;AVANTE;AVANTE;460;307;VERDADEIRO;;;;;;;;;;
204376;1204376;camara;56;Coronel Armando;PSL;SC;Titular;1;5,627590713;0,899470899;PSL;PSL;567;510;VERDADEIRO;;;;;;;;;;
204463;1204463;camara;56;Wladimir Garotinho;PSD;RJ;Titular;0;1,920345392;0;PRP;PSD;14;0;;;;;;;;;;;
204451;1204451;camara;56;Delegado Antônio Furtado;PSL;RJ;Titular;1;1,933405104;0,732495512;PSL;PSL;557;408;VERDADEIRO;;;;;;;;;;
204355;1204355;camara;56;Da Vitoria;CIDADANIA;ES;Titular;1;1,941221794;0,805607477;CIDADANIA;CIDADANIA;535;431;VERDADEIRO;;;;;;;;;;
1023;21023;senado;51;Maria do Carmo Alves;DEM;SE;Titular;1;1,945359046;0,980769231;DEM;DEM;52;51;VERDADEIRO;;;;;;;;;;
204427;1204427;camara;56;Fernando Rodolfo;PL;PE;Titular;1;1,960655039;0,794871795;PL;PL;468;372;VERDADEIRO;;;;;;;;;;
141401;1141401;camara;53;Carlos Bezerra;MDB;MT;Titular;1;1,96707575;0,833333333;MDB;MDB;414;345;VERDADEIRO;;;;;;;;;;
204373;1204373;camara;56;Hélio Costa;REPUBLICANOS;SC;Titular;1;1,967094319;0,627946128;REPUBLICANOS;REPUBLICANOS;594;373;VERDADEIRO;;;;;;;;;;
178992;1178992;camara;55;Vitor Lippi;PSDB;SP;Titular;1;1,969314253;0,852713178;PSDB;PSDB;516;440;VERDADEIRO;;;;;;;;;;
160639;1160639;camara;54;Professora Dorinha Seabra Rezende;DEM;TO;Titular;1;1,973466541;0,847031963;DEM;DEM;438;371;VERDADEIRO;;;;;;;;;;
204358;1204358;camara;56;Beto Pereira;PSDB;MS;Titular;1;1,987672799;0,851778656;PSDB;PSDB;506;431;VERDADEIRO;;;;;;;;;;
178982;1178982;camara;55;Luiz Lauro Filho;PSDB;SP;Efetivado;0;2,025301457;0,863636364;PSDB;PSDB;66;57;VERDADEIRO;;;;;;;;;;
178990;1178990;camara;55;Samuel Moreira;PSDB;SP;Titular;1;2,044036377;0,860544218;PSDB;PSDB;588;506;VERDADEIRO;;;;;;;;;;
73696;173696;camara;53;Angela Amin;PP;SC;Titular;1;2,044592348;0,827402135;PP;PP;562;465;VERDADEIRO;;;;;;;;;;
73772;173772;camara;51;Hermes Parcianello;MDB;PR;Titular;1;2,067133437;0,773420479;MDB;MDB;459;355;VERDADEIRO;;;;;;;;;;
204575;1204575;camara;56;Gil Cutrim;PDT;MA;Titular;1;2,071829807;0,38;PDT;PDT;500;190;VERDADEIRO;;;;;;;;;;
204502;1204502;camara;56;Bozzella;PSL;SP;Titular;1;2,077519547;0,87109375;PSL;PSL;512;446;VERDADEIRO;;;;;;;;;;
5990;25990;senado;56;Carlos Viana;PSD;MG;Titular;1;2,08013391;0,909090909;PSD;PSD;77;70;VERDADEIRO;;;;;;;;;;
204409;1204409;camara;56;Daniel Trzeciak;PSDB;RS;Titular;1;2,0833643;0,8125;PSDB;PSDB;592;481;VERDADEIRO;;;;;;;;;;
178844;1178844;camara;55;Pedro Vilela;PSDB;AL;Efetivado;1;2,096656391;0,890909091;PSDB;PSDB;55;49;VERDADEIRO;;;;;;;;;;
204508;1204508;camara;56;Igor Timo;PODE;MG;Titular;1;2,097329072;0,756944444;PODEMOS;PODEMOS;432;327;VERDADEIRO;;;;;;;;;;
141531;1141531;camara;53;Rodrigo De Castro;PSDB;MG;Titular;1;2,102505321;0,826510721;PSDB;PSDB;513;424;VERDADEIRO;;;;;;;;;;
204397;1204397;camara;56;Boca Aberta;PROS;PR;Titular;1;0,184676301;0,436842105;PROS;PROS;380;166;VERDADEIRO;;;;;;;;;;
204398;1204398;camara;56;Felipe Francischini;PSL;PR;Titular;1;3,836141941;0,921529175;PSL;PSL;497;458;VERDADEIRO;;;;;;;;;;
143084;1143084;camara;56;Tiago Dimas;SOLIDARIEDADE;TO;Titular;1;2,108195556;0,840148699;SOLIDARIEDADE;SOLIDARIEDADE;538;452;VERDADEIRO;;;;;;;;;;
178984;1178984;camara;55;Miguel Haddad;PSDB;SP;Suplente;0;2,127944535;0,866666667;PSDB;PSDB;105;91;VERDADEIRO;;;;;;;;;;
204439;1204439;camara;56;Dr. Leonardo;SOLIDARIEDADE;MT;Titular;1;2,138336333;0,825503356;SOLIDARIEDADE;SOLIDARIEDADE;596;492;VERDADEIRO;;;;;;;;;;
205535;1205535;camara;56;Patricia Ferraz;PODE;AP;Suplente;0;2,15374649;1;PL;PODEMOS;40;40;;;;;;;;;;;
205535;1205535;camara;56;Patricia Ferraz;PODE;AP;Suplente;0;2,15374649;0,662790698;PODEMOS;PODEMOS;86;57;VERDADEIRO;;;;;;;;;;
204406;1204406;camara;56;Pedro Westphalen;PP;RS;Titular;1;4,17441241;0,916071429;PP;PP;560;513;VERDADEIRO;;;;;;;;;;
178989;1178989;camara;55;Renata Abreu;PODE;SP;Titular;1;2,164179414;0,764705882;PODEMOS;PODEMOS;289;221;VERDADEIRO;;;;;;;;;;
204377;1204377;camara;56;Paula Belmonte;CIDADANIA;DF;Titular;1;2,169027021;0,768642447;CIDADANIA;CIDADANIA;523;402;VERDADEIRO;;;;;;;;;;
141427;1141427;camara;53;Fábio Ramalho;MDB;MG;Titular;1;2,176585191;0,789473684;MDB;MDB;418;330;VERDADEIRO;;;;;;;;;;
66828;166828;camara;55;Fausto Pinato;PP;SP;Titular;1;2,206284464;0,85745614;PP;PP;456;391;VERDADEIRO;;;;;;;;;;
178876;1178876;camara;55;Célio Silveira;PSDB;GO;Titular;1;2,241485617;0,851376147;PSDB;PSDB;545;464;VERDADEIRO;;;;;;;;;;
122158;1122158;camara;54;Pedro Paulo;DEM;RJ;Titular;1;2,254529997;0,82448037;DEM;DEM;433;357;VERDADEIRO;;;;;;;;;;
133810;1133810;camara;56;Marcelo Moraes;PTB;RS;Titular;1;2,262942244;0,813084112;PTB;PTB;535;435;VERDADEIRO;;;;;;;;;;
204413;1204413;camara;56;Alcides Rodrigues;PATRIOTA;GO;Titular;1;4,847875893;0;PRP;PATRIOTA;49;0;;;;;;;;;;;
141523;1141523;camara;53;Raul Henry;MDB;PE;Titular;1;2,265532019;0,78200692;MDB;MDB;578;452;VERDADEIRO;;;;;;;;;;
178920;1178920;camara;55;Ricardo Teobaldo;PODE;PE;Titular;1;2,276710802;0,707158351;PODEMOS;PODEMOS;461;326;VERDADEIRO;;;;;;;;;;
204353;1204353;camara;56;Aline Gurgel;REPUBLICANOS;AP;Titular;1;2,277881278;0,724941725;REPUBLICANOS;REPUBLICANOS;429;311;VERDADEIRO;;;;;;;;;;
4770;24770;senado;56;Izalci Lucas;PSDB;DF;Titular;1;2,278461765;0,868421053;PSDB;PSDB;76;66;VERDADEIRO;;;;;;;;;;
178977;1178977;camara;55;Eduardo Cury;PSDB;SP;Titular;1;2,289345049;0,834381551;PSDB;PSDB;477;398;VERDADEIRO;;;;;;;;;;
213762;1213762;camara;56;Carla Dickson;PROS;RN;Suplente;1;2,307294356;0,777777778;PROS;PROS;216;168;VERDADEIRO;;;;;;;;;;
74646;174646;camara;51;Aécio Neves;PSDB;MG;Titular;1;2,307677488;0,839869281;PSDB;PSDB;306;257;VERDADEIRO;;;;;;;;;;
5998;25998;senado;56;Daniella Ribeiro;PP;PB;Titular;1;2,349663185;0,942857143;PP;PP;70;66;VERDADEIRO;;;;;;;;;;
204366;1204366;camara;56;Rodrigo Coelho;PSB;SC;Titular;1;2,355375103;0,216168717;PSB;PSB;569;123;VERDADEIRO;;;;;;;;;;
66179;166179;camara;55;Norma Ayub;DEM;ES;Titular;1;2,357057799;0,842778793;DEM;DEM;547;461;VERDADEIRO;;;;;;;;;;
204426;1204426;camara;56;Carlos Veras;PT;PE;Titular;1;-5,94398896;0,935114504;PT;PT;524;490;VERDADEIRO;;;;;;;;;;
204427;1204427;camara;56;Fernando Rodolfo;PL;PE;Titular;1;1,960655039;0;PHS;PL;18;0;;;;;;;;;;;
35;235;senado;51;Jader Barbalho;MDB;PA;Titular;1;2,367578932;0,9;MDB;MDB;40;36;VERDADEIRO;;;;;;;;;;
74270;174270;camara;52;Gilberto Nascimento;PSC;SP;Titular;1;2,374589859;0,57804878;PSC;PSC;410;237;VERDADEIRO;;;;;;;;;;
5350;25350;senado;56;Jorginho Mello;PL;SC;Titular;1;2,40344328;0,76;PL;PL;75;57;VERDADEIRO;;;;;;;;;;
160758;1160758;camara;54;Domingos Sávio;PSDB;MG;Titular;1;2,411649117;0,917570499;PSDB;PSDB;461;423;VERDADEIRO;;;;;;;;;;
74574;174574;camara;51;Paulo Magalhães;PSD;BA;Suplente;1;2,412378798;0,846315789;PSD;PSD;475;402;VERDADEIRO;;;;;;;;;;
204404;1204404;camara;56;Lucas Redecker;PSDB;RS;Titular;1;2,420329372;0,799331104;PSDB;PSDB;598;478;VERDADEIRO;;;;;;;;;;
197438;1197438;camara;56;Tito;AVANTE;BA;Titular;1;2,429418283;0,57112069;AVANTE;AVANTE;464;265;VERDADEIRO;;;;;;;;;;
160645;1160645;camara;54;Luiz Carlos;PSDB;AP;Titular;1;2,453934653;0,834567901;PSDB;PSDB;405;338;VERDADEIRO;;;;;;;;;;
204382;1204382;camara;56;Loester Trutis;PSL;MS;Titular;1;2,457932651;0,911591356;PSL;PSL;509;464;VERDADEIRO;;;;;;;;;;
204494;1204494;camara;56;Fred Costa;PATRIOTA;MG;Titular;1;2,464006709;0,501002004;PATRIOTA;PATRIOTA;499;250;VERDADEIRO;;;;;;;;;;
204419;1204419;camara;56;Glaustin Da Fokus;PSC;GO;Titular;1;2,472256094;0,564150943;PSC;PSC;530;299;VERDADEIRO;;;;;;;;;;
204557;1204557;camara;56;Sidney Leite;PSD;AM;Titular;1;2,47885234;0,874449339;PSD;PSD;454;397;VERDADEIRO;;;;;;;;;;
214477;1214477;camara;56;Renato Queiroz;MDB;RR;Suplente;0;2,479356805;0,722222222;MDB;MDB;90;65;VERDADEIRO;;;;;;;;;;
178994;1178994;camara;55;Dulce Miranda;MDB;TO;Titular;1;2,495509414;0,82278481;MDB;MDB;553;455;VERDADEIRO;;;;;;;;;;
74693;174693;camara;51;Rodrigo Maia;DEM;RJ;Titular;1;2,499146238;0,816793893;DEM;DEM;131;107;VERDADEIRO;;;;;;;;;;
74749;174749;camara;51;Mauro Lopes;MDB;MG;Titular;1;2,511312614;0,807017544;MDB;MDB;456;368;VERDADEIRO;;;;;;;;;;
204442;1204442;camara;56;Gurgel;PSL;RJ;Titular;1;3,392547252;0,921153846;PSL;PSL;520;479;VERDADEIRO;;;;;;;;;;
74305;174305;camara;51;Roberto Pessoa;PSDB;CE;Titular;0;2,517434127;0,853658537;PSDB;PSDB;246;210;VERDADEIRO;;;;;;;;;;
178839;1178839;camara;55;Jéssica Sales;MDB;AC;Titular;1;2,523319177;0,788118812;MDB;MDB;505;398;VERDADEIRO;;;;;;;;;;
204482;1204482;camara;56;Euclydes Pettersen;PSC;MG;Titular;1;2,549506823;0,589852008;PSC;PSC;473;279;VERDADEIRO;;;;;;;;;;
204478;1204478;camara;56;Vinicius Farah;MDB;RJ;Titular;1;2,550117725;0,81104034;MDB;MDB;471;382;VERDADEIRO;;;;;;;;;;
178966;1178966;camara;55;Geovania De Sá;PSDB;SC;Titular;1;2,553341008;0,827981651;PSDB;PSDB;436;361;VERDADEIRO;;;;;;;;;;
204434;1204434;camara;56;Dra. Vanda Milani;SOLIDARIEDADE;AC;Titular;1;2,553671918;0,857418112;SOLIDARIEDADE;SOLIDARIEDADE;519;445;VERDADEIRO;;;;;;;;;;
5525;25525;senado;55;Omar Aziz;PSD;AM;Titular;1;2,564087694;0,909090909;PSD;PSD;66;60;VERDADEIRO;;;;;;;;;;
178947;1178947;camara;55;Sóstenes Cavalcante;DEM;RJ;Titular;1;2,57294024;0,763736264;DEM;DEM;364;278;VERDADEIRO;;;;;;;;;;
160553;1160553;camara;54;Antonio Brito;PSD;BA;Titular;1;2,580395667;0,857749469;PSD;PSD;471;404;VERDADEIRO;;;;;;;;;;
204511;1204511;camara;56;David Soares;DEM;SP;Titular;1;2,581120585;0,830927835;DEM;DEM;485;403;VERDADEIRO;;;;;;;;;;
213856;1213856;camara;56;Deuzinho Filho;REPUBLICANOS;CE;Suplente;0;2,589902061;0,892857143;REPUBLICANOS;REPUBLICANOS;56;50;VERDADEIRO;;;;;;;;;;
5535;25535;senado;55;Telmário Mota;PROS;RR;Titular;1;2,600320981;0,733333333;PROS;PROS;60;44;VERDADEIRO;;;;;;;;;;
204510;1204510;camara;56;Franco Cartafina;PP;MG;Titular;1;2,635340902;0,878504673;PP;PP;535;470;VERDADEIRO;;;;;;;;;;
204510;1204510;camara;56;Franco Cartafina;PP;MG;Titular;1;2,635340902;0;PHS;PP;18;0;;;;;;;;;;;
171623;1171623;camara;54;Fabio Reis;MDB;SE;Titular;1;2,637045797;0,802177858;MDB;MDB;551;442;VERDADEIRO;;;;;;;;;;
178954;1178954;camara;55;Lucio Mosquini;MDB;RO;Titular;1;2,648695295;0,800524934;MDB;MDB;381;305;VERDADEIRO;;;;;;;;;;
204546;1204546;camara;56;Joice Hasselmann;PSL;SP;Titular;1;2,658646585;0,870879121;PSL;PSL;364;317;VERDADEIRO;;;;;;;;;;
160674;1160674;camara;54;Hugo Motta;REPUBLICANOS;PB;Titular;1;2,66300256;0,677966102;REPUBLICANOS;REPUBLICANOS;413;280;VERDADEIRO;;;;;;;;;;
74165;174165;camara;52;Neucimar Fraga;PR;ES;Titular;0;2,673523316;0,867924528;PSD;PSD;53;46;VERDADEIRO;;;;;;;;;;
204380;1204380;camara;56;Celina Leão;PP;DF;Titular;1;2,69178353;0,879518072;PP;PP;332;292;VERDADEIRO;;;;;;;;;;
92776;192776;camara;54;Stefano Aguiar;PSD;MG;Titular;1;2,696857999;0,87826087;PSD;PSD;460;404;VERDADEIRO;;;;;;;;;;
204565;1204565;camara;56;Professora Dayane Pimentel;PSL;BA;Titular;1;2,697831955;0,886654479;PSL;PSL;547;485;VERDADEIRO;;;;;;;;;;
