"","id","uri","sigla","nome","apelido","codTipoOrgao","tipoOrgao","nomePublicacao"
"32",349,"https://dadosabertos.camara.leg.br/api/v2/orgaos/349","PJ","Poder Judiciário","Poder Judiciário",50000,"Órgão do Poder Judiciário","Poder Judiciário"
"33",350,"https://dadosabertos.camara.leg.br/api/v2/orgaos/350","TRT","Tribunal Regional do Trabalho","Tribunal Regional do Trabalho",50000,"Órgão do Poder Judiciário","Tribunal Regional do Trabalho"
"34",353,"https://dadosabertos.camara.leg.br/api/v2/orgaos/353","CJF","Conselho da Justiça Federal","Conselho da Justiça Federal",50000,"Órgão do Poder Judiciário","Conselho da Justiça Federal"
"35",382,"https://dadosabertos.camara.leg.br/api/v2/orgaos/382","TJDFT","Tribunal de Justiça do Distrito Federal e dos Territórios","Tribunal de Justiça do Distrito Federal e dos Territórios",50000,"Órgão do Poder Judiciário","Tribunal de Justiça do Distrito Federal e dos Territórios"
"36",399,"https://dadosabertos.camara.leg.br/api/v2/orgaos/399","CMIN","CONSELHO DE MINISTÉRIOS","CONSELHO DE MINISTÉRIOS",12000,"Órgão da Câmara dos Deputados","CONSELHO DE MINISTÉRIOS"
"37",409,"https://dadosabertos.camara.leg.br/api/v2/orgaos/409","LIDPOLIT","Lideranças Políticas na Câmara","Lideranças Políticas na Câmara",80000,"Liderança","Lideranças Políticas na Câmara"
"38",464,"https://dadosabertos.camara.leg.br/api/v2/orgaos/464","CESPSF","COMISSÃO ESPECIAL DO SENADO FEDERAL","COMISSÃO ESPECIAL DO SENADO FEDERAL",81004,"Comissão Temporária do Senado Federal","COMISSÃO ESPECIAL DO SENADO FEDERAL"
"39",465,"https://dadosabertos.camara.leg.br/api/v2/orgaos/465","AEC","ASSEMBLEIA DO ESTADO DO CEARA","ASSEMBLEIA DO ESTADO DO CEARA",40000,"Órgão do Poder Legislativo","ASSEMBLEIA DO ESTADO DO CEARA"
"40",466,"https://dadosabertos.camara.leg.br/api/v2/orgaos/466","EXTERNO","JOÃO MOREIRA DA SILVA","JOÃO MOREIRA DA SILVA",30000,"Órgão do Poder Executivo","JOÃO MOREIRA DA SILVA"
"41",472,"https://dadosabertos.camara.leg.br/api/v2/orgaos/472","PGR","Procuradoria-Geral da República","Procuradoria-Geral da República",81007,"MPU - Ministério Público da União","Procuradoria-Geral da República"
"42",481,"https://dadosabertos.camara.leg.br/api/v2/orgaos/481","CESPACT","CESP - APLICAÇÃO DO CODIGO DE TRANSITO","CESP - APLICAÇÃO DO CODIGO DE TRANSITO",6,"Comissão Mista Permanente","CESP - APLICAÇÃO DO CODIGO DE TRANSITO"
"43",1002,"https://dadosabertos.camara.leg.br/api/v2/orgaos/1002","CCT","Coordenação de Comissões Temporárias","Coordenação de Comissões Temporárias",12000,"Órgão da Câmara dos Deputados","Coordenação de Comissões Temporárias"
"44",2001,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001","CAPADR","Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural","COMISSÃO DE AGRICULTURA, PECUÁRIA, ABASTECIMENTO E DES. RURA",2,"Comissão Permanente","COMISSÃO DE AGRICULTURA, PECUÁRIA, ABASTECIMENTO E DES. RURAL"
"45",2002,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002","CCTCI","Comissão de Ciência e Tecnologia, Comunicação e Informática","COMISSÃO DE CIÊNCIA E TECNOLOGIA, COMUNICAÇÃO E INFORMÁTICA",2,"Comissão Permanente","COMISSÃO DE CIÊNCIA E TECNOLOGIA, COMUNICAÇÃO E INFORMÁTICA"
"46",2003,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003","CCJC","Comissão de Constituição e Justiça e de Cidadania","COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA E DE CIDADANIA",2,"Comissão Permanente","COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA E DE CIDADANIA"
"47",2004,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2004","CDC","Comissão de Defesa do Consumidor","COMISSÃO DE DEFESA DO CONSUMIDOR",2,"Comissão Permanente","COMISSÃO DE DEFESA DO CONSUMIDOR"
"48",2006,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006","CDU","Comissão de Desenvolvimento Urbano","COMISSÃO DE DESENVOLVIMENTO URBANO",2,"Comissão Permanente","COMISSÃO DE DESENVOLVIMENTO URBANO"
"49",2007,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007","CDHM","Comissão de Direitos Humanos e Minorias","COMISSÃO DE DIREITOS HUMANOS E MINORIAS",2,"Comissão Permanente","COMISSÃO DE DIREITOS HUMANOS E MINORIAS"
"50",2008,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2008","CDEICS","Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços","COMISSÃO DE DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇOS",2,"Comissão Permanente","COMISSÃO DE DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇOS"
"51",2009,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2009","CE","Comissão de Educação","COMISSÃO DE EDUCAÇÃO",2,"Comissão Permanente","COMISSÃO DE EDUCAÇÃO"
"52",2010,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010","CFT","Comissão de Finanças e Tributação","COMISSÃO DE FINANÇAS E TRIBUTAÇÃO",2,"Comissão Permanente","COMISSÃO DE FINANÇAS E TRIBUTAÇÃO"
"53",2011,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011","CFFC","Comissão de Fiscalização Financeira e Controle","COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E CONTROLE",2,"Comissão Permanente","COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E CONTROLE"
"54",2012,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2012","CME","Comissão de Minas e Energia","COMISSÃO DE MINAS E ENERGIA",2,"Comissão Permanente","COMISSÃO DE MINAS E ENERGIA"
"55",2014,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014","CSSF","Comissão de Seguridade Social e Família","COMISSÃO DE SEGURIDADE SOCIAL E FAMÍLIA",2,"Comissão Permanente","COMISSÃO DE SEGURIDADE SOCIAL E FAMÍLIA"
"56",2015,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015","CTASP","Comissão de Trabalho, de Administração e Serviço Público","COMISSÃO DE TRABALHO, ADMINISTRAÇÃO E SERVIÇO PÚBLICO",2,"Comissão Permanente","COMISSÃO DE TRABALHO, ADMINISTRAÇÃO E SERVIÇO PÚBLICO"
"57",2016,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016","CVT","Comissão de Viação e Transportes","COMISSÃO DE VIAÇÃO E TRANSPORTES",2,"Comissão Permanente","COMISSÃO DE VIAÇÃO E TRANSPORTES"
"58",2017,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2017","CINDRA","Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia","COMISSÃO DE INTEGRAÇÃO NACIONAL, DES. REGIONAL E AMAZÔNIA",2,"Comissão Permanente","COMISSÃO DE INTEGRAÇÃO NACIONAL, DES. REGIONAL E AMAZÔNIA"
"59",2018,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018","CREDN","Comissão de Relações Exteriores e de Defesa Nacional","COMISSÃO DE RELAÇÕES EXTERIORES E DE DEFESA NACIONAL",2,"Comissão Permanente","COMISSÃO DE RELAÇÕES EXTERIORES E DE DEFESA NACIONAL"
"60",2342,"https://dadosabertos.camara.leg.br/api/v2/orgaos/2342","CN-Covid19","Comissão Mista de acompanhamento das medidas relacionadas ao coronavírus (Covid-19)","Comissão Mista de acompanhamento das medidas relacionadas ao coronavírus (Covid-19)",81002,"Comissão Mista","Comissão Mista de acompanhamento das medidas relacionadas ao coronavírus (Covid-19)"
"61",5306,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5306","COESTUDO","Dispõe sobre o Conselho de Altos Estudos e Avaliação Tecnológica, de que trata o artigo 275 do Regimento Interno.","CONSELHO DE ALTOS ESTUDOS E AVALIAÇÃO TECNOLOGICA",11,"Conselho","CONSELHO DE ALTOS ESTUDOS E AVALIAÇÃO TECNOLOGICA"
"62",5354,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5354","PROC1999","Procuradoria Parlamentar da Câmara dos Deputados (Art. 21 do RICD).","PROCURADORIA PARLAMENTAR",12,"Procuradoria Parlamentar","PROCURADORIA PARLAMENTAR"
"63",5356,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5356","CONSE99","Conselho da República. (Art. 89 da CF)","CONSELHO DA REPÚBLICA",11,"Conselho","CONSELHO DA REPÚBLICA"
"64",5382,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5382","PROCPARL","PROCURADORIA PARLAMENTAR","PROCURADORIA PARLAMENTAR - 2000/2001",12,"Procuradoria Parlamentar","PROCURADORIA PARLAMENTAR - 2000/2001"
"65",5438,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438","CLP","Comissão de Legislação Participativa","COMISSÃO DE LEGISLAÇÃO PARTICIPATIVA",2,"Comissão Permanente","COMISSÃO DE LEGISLAÇÃO PARTICIPATIVA"
"66",5450,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5450","SINDOBRA","Comissão de Sindicância destinada a examinar denúncias oferecidas contra a CPI destinada a ""investigar as possíveis irregularidades atentatórias aos Princípios Constitucionais da legalidade, da moralidade administrativa e da economicidade, nas obras iniciadas e não concluídas e os bens imóveis que não estão sendo utilizados, ou utilizados inadequadamente pela administsração federal"". (Obras Inacabadas)","SINDICANCIA CPI OBRAS",7,"Comissão de Sindicância","SINDICANCIA CPI OBRAS"
"67",5464,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5464","MPV00201","Dispõe sobre a assunção pela União de responsabilidades civis perante terceiros no caso de atentados terroristas ou atos de guerra contra aeronaves de empresas aéreas brasileiras.","MPV 2",6,"Comissão Mista Permanente","MPV 2"
"68",5467,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5467","PRESI","Presidência da Câmara dos Deputados","PRESIDÊNCIA DA CD",1,"Comissão Diretora","PRESIDÊNCIA DA CD"
"69",5468,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5468","1VIPR","Primeira Vice-Presidência","1ª VICE-PRESIDÊNCIA DA CD",1,"Comissão Diretora","1ª VICE-PRESIDÊNCIA DA CD"
"70",5469,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5469","2VIPR","Segunda Vice-Presidência","2ª VICE-PRESIDÊNCIA DA CD",1,"Comissão Diretora","2ª VICE-PRESIDÊNCIA DA CD"
"71",5470,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470","1SECM","Primeira Secretaria","1ª SECRETARIA DA CD",1,"Comissão Diretora","1ª SECRETARIA DA CD"
"72",5471,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5471","2SECM","Segunda Secretaria da Câmara dos Deputados","SEGUNDA SECRETARIA",1,"Comissão Diretora","SEGUNDA SECRETARIA"
"73",5472,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5472","3SECM","Terceira Secretaria","3ª SECRETARIA DA CD",1,"Comissão Diretora","3ª SECRETARIA DA CD"
"74",5473,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5473","4SECM","Quarta Secretaria","4ª SECRETARIA DA CD",1,"Comissão Diretora","4ª SECRETARIA DA CD"
"75",5474,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5474","SUPLM","Suplência de Secretários da Mesa","SUPLÊNCIA DA MESA",1,"Comissão Diretora","SUPLÊNCIA DA MESA"
"76",5490,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5490","MPV00801","Altera e acresce dispositivos à Lei nº 6.385, de 7 de dezembro de 1976, que dispõe sobre o mercado de valores mobiliários e cria a Comissão de Valores Mobiliários","MPV8",6,"Comissão Mista Permanente","MPV8"
"77",5491,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5491","MPV00901","Dispõe sobre o alongamento de dívidas originárias de crédito rural, de que trata a Lei nº 9.138, de 29 de novembro de 1995, e dá outras providências","MPV9",6,"Comissão Mista Permanente","MPV9"
"78",5503,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503","CSPCCO","Comissão de Segurança Pública e Combate ao Crime Organizado","COMISSÃO DE SEGURANÇA PÚBLICA E COMBATE AO CRIME ORGANIZADO",2,"Comissão Permanente","COMISSÃO DE SEGURANÇA PÚBLICA E COMBATE AO CRIME ORGANIZADO"
"79",5507,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5507","MPV01001","Altera a Lei nº 8.745, de 09 de dezembro de 1993, que dispõe sobre a contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público, nos termos do inciso IX do art. 37 da Constituição Federal, e dá outras providências","MPV10",6,"Comissão Mista Permanente","MPV10"
"80",5508,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5508","MPV01101","Cria o Fundo Seguro-Safra e institui o benefício Seguro-Safra para os agricultores familiares da Região Nordeste e do norte do Estado de Minas Gerais, nos Municípios sujeitos a estado de calamidade ou situação de emergência em razão do fenômeno da estiagem.","MPV 11",6,"Comissão Mista Permanente","MPV 11"
"81",5510,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5510","MPV01301","Cria o cargo de Secretário de Estado de Comunicação de Governo","MPV13",6,"Comissão Mista Permanente","MPV13"
"82",5511,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5511","MPV01401","Dispõe sobre a expansão da oferta de energia emergencial e dá outras providências","MPV14",6,"Comissão Mista Permanente","MPV14"
"83",5513,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5513","MPV01501","Fixa em 28 de fevereiro de 2002 o término do prazo para adesão à repactuação das operações de crédito rural de que trata o art. 5º §§ 5º e 6º-A, da Lei nº 9.138, de 29 de novembro de 1995","MPV15",6,"Comissão Mista Permanente","MPV15"
"84",5514,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5514","MPV01601","Altera a legislação tributária federal e dá outras providências","MPV16",6,"Comissão Mista Permanente","MPV16"
"85",5515,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5515","MPV01701","Dispõe sobre remissão da Contribuição para o Desenvolvimento da Indústria Cinematográfica - CONDECINE, de que trata o art. 32 da Medida Provisória nº 2.228-1, de 6 de setembro de 2001","MPV17",6,"Comissão Mista Permanente","MPV17"
"86",5516,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5516","MPV01801","Dispõe sobre subvenções ao preço e ao transporte do álcool combustível e subsídios ao preço do gás liquefeito de petróleo - GLP, e dá outras providências","MPV18",6,"Comissão Mista Permanente","MPV18"
"87",5517,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5517","MPV01901","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 13.000.000,00, para os fins que especifica","MPV19",6,"Comissão Mista Permanente","MPV19"
"88",5518,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5518","MPV02001","Abre crédito extraordinário ao Orçamento de Investimento para 2001, em favor de diversas empresas estatais, no valor total de R$ 2.816.630.828,00, e reduz o Orçamento de Invstimento das mesmas empresas no valor global de R$ 1.846.971.305,00, para os fins que especifica","MPV20",6,"Comissão Mista Permanente","MPV20"
"89",5519,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5519","MPV02102","Institui o Auxílio-Aluno no âmbito do Projeto de Profissionalização dos Trabalhadores de Enfermagem - PROFAE","MPV21",6,"Comissão Mista Permanente","MPV21"
"90",5520,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5520","MPV02202","Altera a legislação tributária federal e dá outras providências","MPV22",6,"Comissão Mista Permanente","MPV22"
"91",5521,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5521","MPV02302","Abre crédito extraordinário, em favor dos Ministérios dos Transportes e da Integração Nacional, no valor global de R$ 115.000.000,00, para os fins que especifica","MPV23",6,"Comissão Mista Permanente","MPV23"
"92",5522,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5522","MPV02402","Dispõe sobre a repactuação e o alongamento de dívidas oriundas de operações de crédito rural contratadas sob a égide do Programa Especial de Crédito para a Reforma Agrária - PROCERA  e do Programa Nacional de Fortalecimento da Agricultura Familiar - PRONAF, e dá outras providências","MPV24",6,"Comissão Mista Permanente","MPV24"
"93",5523,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5523","MPV02502","Dispõe sobre a tributação dos planos de benefícios de caráter previdenciário","MPV25",6,"Comissão Mista Permanente","MPV25"
"94",5524,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5524","MPV02602","Dispõe sobre a extinção da gratificação de produção suplementar devida aos servidores da Imprensa Nacional, e dá outras providências","MPV26",6,"Comissão Mista Permanente","MPV26"
"95",5525,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5525","MPV02702","Dispõe sobre infrações penais de repercussão interestadual ou internacional que exigem repressão uniforme, para os fins do disposto no inciso I do § 1º do art. 144 da Constituição","MPV27",6,"Comissão Mista Permanente","MPV27"
"96",5526,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5526","MPV02802","Dispõe sobre normas gerais de direito penitenciário e dá outras providências","MPV28",6,"Comissão Mista Permanente","MPV28"
"97",5527,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5527","MPV02902","Dispõe sobre a autorização para a criação do mercado Atacadista de Energia Elétrica - MAE, pessoa jurídica de direito privado, e dá outras providências","MPV29",6,"Comissão Mista Permanente","MPV29"
"98",5528,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5528","MPV03002","Institui o Programa Bolsa-Renda para atendimento a agricultores familiares atingidos pelos efeitos da estiagem nos Municípios em estado de calamidade pública ou situação de emergência, e dá outras providências","MPV30",6,"Comissão Mista Permanente","MPV30"
"99",5529,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5529","MPV03102","Abre crédito extraordinário, no valor global de R$ 209.600.000,00, em favor da Presidência da República e dos Ministérios de Minas e Energia, do Esporte e Turismo e da Integração Nacional, para os fins que especifica","MPV31",6,"Comissão Mista Permanente","MPV31"
"100",5530,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5530","MPV03202","Prorroga a autorização de que trata a lei nº 10.309, de 22 de novembro de 2001, que dispõe sobre a assunção pela União de responsabilidades civis perante terceiros no caso de atentados terroristas ou atos de guerra contra aeronaves de empresas aéreas brasileiras","MPV32",6,"Comissão Mista Permanente","MPV32"
"101",5531,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5531","MPV03302","Dispõe sobre os Sistemas Nacionais de Epidemiologia, de Saúde Ambiental e de Saúde Indígena, cria a Agência Federal de Prevenção e Controle de Doenças - APEC, e dá outras providências","MPV33",6,"Comissão Mista Permanente","MPV33"
"102",5532,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5532","MPV03402","Abre crédito extraordinário, em favor dos Ministérios de Minas e Energia e da Integração Nacional, no valor global de R$ 805.000.000,00, para os fins que especifica","MPV34",6,"Comissão Mista Permanente","MPV34"
"103",5539,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5539","MPV03502","Dispõe sobre o salário mínimo a partir de 1º de abril de 2002, e dá outras providências","MPV34",6,"Comissão Mista Permanente","MPV34"
"104",5551,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5551","MPV03602","Abre crédito extraordinário, em favor da Justiça do Trabalho e do Ministério da Integração Nacional, no vlaor global de R$ 124.210.542,00 para os fins que especifica","MPV36",9,"Comissão Medida Provisória","MPV36"
"105",5552,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5552","MPV03702","Dispõe sobre a estruturação de órgãos, cria cargos em comissão no âmbito do Poder Executivo Federal, e dá outras providências.","MPV37",9,"Comissão Medida Provisória","MPV37"
"106",5553,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5553","MPV03802","Dispõe sobre o parcelamento de débitos tributários de Estados, do Distrito Federal, de Municípios e de empresas públicas e privadas em processo de falência ou de liquidação, institui regime especial de parcelamento da contribuição para o Programa de Formação do Patrimônio do Servidor Público - PASEP, restabelece prazos para pagamento de débitos tributários, inclusive do imposto de renda incidente sobre lucro inflacionário, concede benefícios fiscais à instalação, ampliação ou modernização de unidades industriais e tratamento tributário isonômico entre produção nacional e a importação de papel-jornal, altera a legislação aduaneira e a relativa à cobrança de direitos antidumping e compensatórios, e dá outras providências.","MPV38",9,"Comissão Medida Provisória","MPV38"
"107",5554,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5554","MPV03902","Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências","MPV39",9,"Comissão Medida Provisória","MPV39"
"108",5555,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5555","MPV04002","Abre crédito extraordinário, no valor de R$ 326.075.000,00, em favor do Ministério de Minas e Energia, para os fins que especifica","MPV40",9,"Comissão Medida Provisória","MPV40"
"109",5566,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5566","MPV04102","Altera a Lei nº 10.147, de 21 de dezembro de 2000, que dispõe sobre a incidência da contribuição para os Programas de Integração Social e de Formação do Patrimônio - PIS-Pasep e da Contribuição para o Financiamento da Seguridade Social - Cofins, nas operações de venda dos produtos que especifica, e dá outras providências.","MPV41",9,"Comissão Medida Provisória","MPV41"
"110",5568,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5568","MPV04202","Dispõe sobre a estruturação da Carreira de Inteligência, a remuneração dos integrantes do Quadro de Pessoal da Agência Brasileira de Inteligência - ABIN, e dá outras providências.","MPV42",9,"Comissão Medida Provisória","MPV42"
"111",5569,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5569","MPV04302","Dispõe sobre a remuneração dos cargos da Carreira de Procurador da Fazenda Nacional, e dá outras providências","MPV43",9,"Comissão Medida Provisória","MPV43"
"112",5570,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5570","MPV04402","Dispõe sobre a inclusão dos cargos da Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC no Plano de Classificação de Cargos, instituído pela Lei nº 5.645, de 10 de dezembro de 1970.","MPV44",9,"Comissão Medida Provisória","MPV44"
"113",5571,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5571","MPV04502","Altera a Lei nº 9.650, de 27 de maio de 1998, que dispõe sobre o Plano de Carreira dos servidores do Banco Central do Brasil, e dá outras providências","MPV45",9,"Comissão Medida Provisória","MPV45"
"114",5572,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5572","MPV04602","Dispõe sobre a reestruturação da Carreira de Auditoria do Tesouro Nacional, que passa a denominar-se Carreira Auditoria da Receita Federal - ARE, e sobre a organização da Carreira Auditoria-Fiscal da Previdência Social e da Carreira Auditoria-Fiscal do Trabalho, e dá outras providências.","MPV46",9,"Comissão Medida Provisória","MPV46"
"115",5573,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5573","MPV04702","Dispõe sobre a estruturação da Carreira de Perito Federal Agrário, a criação da Gratificação de Desempenho de Atividade de Perito Federal Agrário - GDAPA e da Gratificação Especial de Perito Federal Agrário - GEPRA, e dá outras providências.","MPV47",9,"Comissão Medida Provisória","MPV47"
"116",5574,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5574","MPV04802","Dispõe sobre a criação da Gratificação de Desempenho de Atividade de Controle e Segurança de Tráfego Aéreo - GDASA e da Gratificação Especial de Controle do Tráfego Aéreo - GECTA, e dá outras providências.","MPV48",9,"Comissão Medida Provisória","MPV48"
"117",5575,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5575","MPV04902","Autoriza o Poder Executivo a contratar em nome da União operação de crédito interno e a conceder garantia da União a entidades da administração federal indireta, bem como a Estados, ao Distrito Federal, aos Municípios e às suas entidades da administração indireta, em operação de crédito interno, e dá outras providências.","MPV49",9,"Comissão Medida Provisória","MPV49"
"118",5576,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5576","MPV05002","Abre, em favor de operações Oficiais de Crédito, crédito extraordinário no valor de R$ 380.905.883,00, para os fins que especifica.","MPV50",9,"Comissão Medida Provisória","MPV50"
"119",5577,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5577","MPV05102","Dispõe sobre a criação de cargos de Guarda de Polícia Federal e de Analista de Informações Policiais no Quadro de Pessoal do Departamento de Polícia Federal, e de Direção e Assessoramento Superiores no âmbito da Administração Pública Federal, e dá outras providências.","MPV51",9,"Comissão Medida Provisória","MPV51"
"120",5578,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5578","MPV05202","Dispõe sobre a criação da Carreira de Supervisão do Sistema de Saúde e dá outras providências.","MPV52",9,"Comissão Medida Provisória","MPV52"
"121",5579,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5579","MPV05302","Revoga os arts. 27, 28 e 29 da Medida Provisória nº 51, de 4 de julho de 2002, que dispõe sobre a criação de cargos de Guarda da Polícia Federal e de Analista de Informações Policiais no Quadro de Pessoal do Departamento de Polícia Federal, e de Direção e Assessoramento Superiores no âmbito da Administração Pública Federal.","MPV53",9,"Comissão Medida Provisória","MPV53"
"122",5580,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5580","MPV05402","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$.36.365.000,00, para os fins que especifica.","MPV54",9,"Comissão Medida Provisória","MPV54"
"123",5581,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5581","MPV05502","Autoriza condições especiais para o crédito de valores iguais ou inferiores a R$100,00, de que trata a Lei Complementar nº 110, de 29 de junho de 2001, e dá outras providências.","MPV55",9,"Comissão Medida Provisória","MPV55"
"124",5582,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5582","MPV05602","Dispõe sobre a inclusão dos cargos que especifica no Plano de Classificação de Cargos, instituído pela Lei nº 5.645, de 10 de dezembro de 1970, altera as Leis nº 10.486, de 4 de julho de 2002, e 5.662, de 21 de junho de 2001, e dá outras providências.","MPV56",9,"Comissão Medida Provisória","MPV56"
"125",5583,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5583","MPV05702","Autoriza a Centrais Elétricas Brasileiras S.A. - ELETROBRÁS e a União a adquirirem ações da Companhia Energética de
Goiás - CELG para efeito de inclusão no Plano Nacional de Desestatização - PND, e dá outras providências.","MPV57",9,"Comissão Medida Provisória","MPV57"
"126",5584,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5584","MPV05802","Exclui da vedação prevista no art. 3º da Lei nº 9.491, de 9 de setembro de 1997, as ações detidas pela União no capital do Banco do Brasil S.A., e dá outras providências.","MPV58",9,"Comissão Medida Provisória","MPV58"
"127",5585,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5585","MPV05902","Dispõe sobre a utlização das fontes de recursos existentes no Tesouro Nacional no encerramento do exercício financeiro de 2001, e dá outras providências.","MPV59",9,"Comissão Medida Provisória","MPV59"
"128",5586,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5586","MPV06002","Abre, em favor de Encargos Financeiros da União, crédito extraordinário no valor de R$7.000.000.000,00, para os fins que especifica.","MPV60",9,"Comissão Medida Provisória","MPV60"
"129",5587,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5587","MPV06102","Dispõe sobre a assunção, pela União, de responsabilidades civis perante terceiros no caso de atentados terroristas ou atos de guerra contra aeronaves de empresas aéreas brasileiras.","MPV61",9,"Comissão Medida Provisória","MPV61"
"130",5588,"https://dadosabertos.camara.leg.br/api/v2/orgaos/5588","MPV06202","Altera o art. 25 da Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente.","MPV62",9,"Comissão Medida Provisória","MPV62"
